id,initial,city,name,culture,team_id,game_id,first_downs_number,first_downs_rushing,first_downs_passing,first_downs_penalty,game_totals_plays,game_totals_yards,game_totals_average,rushing_attempts,rushing_yards,rushing_average,passing_completions,passing_attempts,passing_interception,passing_yards,passing_average,passing_sacked,punting_punts,punting_yards,punting_average,punting_singles,return_totals_yards,punt_returns_attempts,punt_returns_yards,kick_returns_attempts,kick_returns_yards,interception_returns_attempts,interception_returns_yards,defense_tackles,defense_assists,defense_sacks,defense_sack_yards,defense_passes_defensed,defense_forced_fumbles,defense_fumble_recoveries,special_teams_tackles,penalties_number,penalties_yards,fumbles_number,fumbles_lost,possession_time,field_goals_made,field_goals_attempts,field_goals_blocked,field_goals_percent,field_goals_singles,kickoffs_number,kickoffs_end_zone,kickoffs_touchbacks,kickoffs_singles,id,game_num,week_num,game_date,date_tbd,time_tbd,game_status,away_team,home_team,away_coach,home_coach,mvp,stadium_id,attendance,away_score,away_score1,away_score2,away_score3,away_score4,away_scoreOT,home_score,home_score1,home_score2,home_score3,home_score4,home_scoreOT,sold_out,is_visible,stats_inc_id,period_value,period_time_remaining,last_update,name,location,id,culture,loc,score,win
1,bc,BC,Lions,en,1,12883,16,6,7,3,48,240,5,15,75,5,18,32,0,165,5.2,1,7,366,52.3,0,140,4,20,5,120,2,20,43,0,0,0,0,0,0,8,10,110,0,0,00:27:06,2,2,0,100,0,4,0,0,0,12883,NULL,9,"2015-07-24 22:00:00",0,0,Final,7,1,,,,1,20085,30,0,7,11,12,NULL,27,14,7,0,6,NULL,0,1,1529662,4,NULL,"2015-07-27 15:20:57","B.C. Place",Vancouver,1,en,H,27,0
2,cgy,Calgary,Stampeders,en,2,10555,15,7,8,0,53,336,6.3,19,100,5,19,32,0,236,7.4,2,10,374,37.4,0,172,8,64,5,108,0,0,29,0,3,18,1,2,1,8,13,111,3,2,00:29:48,2,2,0,100,0,5,0,0,0,10555,4,1,"2013-06-14 21:00:00",0,0,Final,1,2,,,,3,26328,29,7,10,6,6,NULL,27,3,14,0,10,NULL,0,1,1315174,4,NULL,"2013-06-20 16:37:43","McMahon Stadium",Calgary,3,en,H,27,0
2,cgy,Calgary,Stampeders,en,2,10557,18,4,12,2,54,403,7.5,21,69,3,19,29,0,334,11.5,4,8,389,48.6,0,169,9,93,5,76,2,67,37,0,7,49,4,0,1,8,11,125,4,3,00:33:05,3,3,0,100,0,5,0,0,0,10557,43,14,"2013-09-02 17:00:00",0,0,Final,3,2,,,,3,32217,34,0,7,0,27,NULL,37,17,0,13,7,NULL,0,1,1315130,4,NULL,"2013-09-02 20:39:17","McMahon Stadium",Calgary,3,en,H,37,1
2,cgy,Calgary,Stampeders,en,2,10563,16,9,7,0,53,347,6.5,23,172,7,19,26,0,175,6.7,4,7,325,46.4,0,128,7,80,2,48,0,0,45,0,7,46,1,0,2,7,7,55,2,1,00:33:55,5,5,0,100,0,2,0,0,0,10563,45,15,"2013-09-06 21:00:00",0,0,Final,2,3,,,,2,33654,22,7,3,3,9,NULL,12,0,9,0,3,NULL,0,1,1315132,4,NULL,"2013-09-08 00:11:24","Commonwealth Stadium",Edmonton,2,en,A,22,1
2,cgy,Calgary,Stampeders,en,2,10573,22,11,8,3,60,316,5.3,25,115,4,18,33,0,201,6.1,2,8,373,46.6,1,158,6,40,4,89,1,0,37,0,6,36,3,0,1,11,10,60,3,2,00:29:50,3,3,0,100,0,5,0,0,0,10573,7,2,"2013-06-20 22:00:00",0,0,Final,2,4,,,,4,32003,24,10,4,0,10,NULL,23,7,0,16,0,NULL,0,1,1315178,4,NULL,"2013-06-21 01:04:43","Mosaic Stadium",Saskatchewan,4,en,A,24,1
2,cgy,Calgary,Stampeders,en,2,10575,18,7,9,2,51,398,7.8,18,110,6,21,31,0,288,9.3,2,5,244,48.8,0,299,6,108,4,88,2,0,47,0,5,27,4,0,0,8,9,64,1,1,00:28:53,4,4,0,100,0,4,0,0,0,10575,49,16,"2013-09-13 21:00:00",0,0,Final,6,2,,,,3,26649,22,8,7,7,0,NULL,26,6,7,3,10,NULL,0,1,1315136,4,NULL,"2013-09-14 00:41:11","McMahon Stadium",Calgary,3,en,H,26,1
2,cgy,Calgary,Stampeders,en,2,10589,24,12,11,1,55,437,7.9,28,200,7,19,27,0,237,8.8,0,5,232,46.4,1,179,6,81,5,98,1,0,31,0,3,14,6,0,1,10,3,54,1,1,00:32:36,2,2,0,100,0,6,0,0,0,10589,11,5,"2013-06-28 22:00:00",0,0,Final,1,2,,,,3,26625,32,0,6,15,11,NULL,44,16,15,7,6,NULL,0,1,1315182,4,NULL,"2013-06-29 15:15:49","McMahon Stadium",Calgary,3,en,H,44,1
2,cgy,Calgary,Stampeders,en,2,10601,17,7,10,0,47,330,7,13,58,4,23,32,0,272,8.5,2,7,325,46.4,0,95,2,7,4,88,0,0,52,0,2,12,0,0,0,8,6,98,0,0,00:24:02,0,0,0,0,0,4,0,0,0,10601,15,6,"2013-07-05 21:00:00",0,0,Final,2,4,,,,4,35296,21,7,14,0,0,NULL,36,3,11,6,16,NULL,0,1,1315186,4,NULL,"2013-07-06 00:32:18","Mosaic Stadium",Saskatchewan,4,en,A,21,0
2,cgy,Calgary,Stampeders,en,2,10609,23,7,14,2,56,363,6.5,19,101,5,24,35,0,262,7.5,2,8,368,46,2,224,3,21,7,183,0,0,41,0,4,25,0,2,2,6,9,40,0,0,00:32:04,1,2,0,50,1,3,0,0,0,10609,55,17,"2013-09-21 19:30:00",0,0,Final,7,2,,,,3,28781,33,7,8,10,8,NULL,27,11,7,7,2,NULL,0,1,1315142,4,NULL,"2013-09-21 22:59:58","McMahon Stadium",Calgary,3,en,H,27,0
2,cgy,Calgary,Stampeders,en,2,10613,22,5,14,3,57,376,6.6,23,108,4,22,28,0,268,9.6,6,6,255,42.5,0,106,6,35,3,71,1,0,34,0,2,13,4,1,2,4,6,55,2,1,00:36:18,5,5,0,100,0,2,0,0,0,10613,18,7,"2013-07-12 19:30:00",0,0,Final,2,9,,,,9,23184,22,3,10,6,3,NULL,14,7,0,0,7,NULL,0,1,1315189,4,NULL,"2013-07-13 00:44:45","Percival Molson Stadium",Montreal,9,en,A,22,1
2,cgy,Calgary,Stampeders,en,2,10621,19,10,7,2,51,398,7.8,23,160,7,17,26,0,238,9.2,2,8,324,40.5,1,99,4,13,3,40,5,5,42,0,2,9,6,0,0,12,10,59,0,0,00:29:21,2,2,0,100,0,6,0,0,0,10621,58,18,"2013-09-28 18:00:00",0,0,Final,2,6,,,,63,13248,35,0,17,10,8,NULL,11,1,3,7,0,NULL,0,1,1315145,4,NULL,"2013-09-29 23:35:47","Alumni Stadium",Guelph,63,en,A,35,1
2,cgy,Calgary,Stampeders,en,2,10629,25,11,13,1,64,428,6.7,22,175,8,25,40,0,253,6.3,2,6,278,46.3,0,132,5,41,4,91,0,0,34,0,3,19,3,1,1,11,8,103,1,1,00:34:18,4,4,0,100,0,6,0,0,0,10629,22,8,"2013-07-20 19:00:00",0,0,Final,9,2,,,,3,27378,27,24,0,0,3,NULL,38,0,19,16,3,NULL,0,1,1315193,4,NULL,"2013-07-20 23:51:55","McMahon Stadium",Calgary,3,en,H,38,1
2,cgy,Calgary,Stampeders,en,2,10639,28,8,17,3,63,490,7.8,29,114,3,29,33,0,376,11.4,1,5,187,37.4,1,124,6,23,5,101,1,6,35,0,3,13,5,1,2,6,12,86,1,0,00:38:15,5,5,0,100,0,4,0,0,0,10639,26,9,"2013-07-26 20:00:00",0,0,Final,2,5,,,,17,31567,37,8,9,10,10,NULL,24,7,7,0,10,NULL,0,1,1315197,4,NULL,"2013-07-26 23:24:00","Investors Group Field",Winnipeg,17,en,A,37,1
2,cgy,Calgary,Stampeders,en,2,10659,29,14,10,5,56,441,7.9,26,223,8,21,29,0,218,7.5,1,7,329,47,0,126,6,39,4,87,0,0,34,0,4,11,3,3,4,10,7,50,2,0,00:31:48,2,2,0,100,0,6,0,0,0,10659,32,11,"2013-08-09 21:00:00",0,0,Final,4,2,,,,3,35637,27,0,7,13,7,NULL,42,13,13,0,16,NULL,0,1,1315203,4,NULL,"2013-08-10 00:32:09","McMahon Stadium",Calgary,3,en,H,42,1
2,cgy,Calgary,Stampeders,en,2,10665,28,11,16,1,62,622,10,29,261,9,24,33,0,361,10.9,0,6,267,44.5,0,71,4,6,3,46,1,5,30,0,1,7,5,0,0,8,2,8,0,0,00:34:25,3,3,0,100,0,6,0,0,1,10665,64,19,"2013-10-05 18:30:00",0,0,Final,5,2,,,,3,26293,11,3,1,7,0,NULL,38,17,8,10,3,NULL,0,1,1315151,4,NULL,"2013-10-07 17:27:43","McMahon Stadium",Calgary,3,en,H,38,1
2,cgy,Calgary,Stampeders,en,2,10669,26,9,15,2,61,404,6.6,21,145,6,22,38,0,259,6.8,2,5,245,49,0,205,6,73,5,132,1,65,35,0,1,1,3,1,1,9,7,60,1,0,00:34:26,4,5,0,80,0,8,0,0,0,10669,65,20,"2013-10-11 21:00:00",0,0,Final,1,2,,,,3,26115,26,0,11,7,8,NULL,40,13,6,7,14,NULL,0,1,1315152,4,NULL,"2013-10-12 00:12:56","McMahon Stadium",Calgary,3,en,H,40,1
2,cgy,Calgary,Stampeders,en,2,10671,18,8,9,1,60,298,5,19,77,4,23,40,0,221,5.5,1,11,472,42.9,0,161,6,36,6,125,3,6,32,0,1,6,3,1,2,12,11,72,2,1,00:34:01,2,2,0,100,0,4,0,0,0,10671,35,12,"2013-08-17 21:00:00",0,0,Final,2,1,,,,1,29201,22,7,9,3,3,NULL,26,14,7,0,5,NULL,0,1,1315206,4,NULL,"2013-08-18 00:43:50","B.C. Place",Vancouver,1,en,A,22,0
2,cgy,Calgary,Stampeders,en,2,10681,24,12,10,2,62,429,6.9,35,177,5,18,26,0,252,9.7,1,7,319,45.6,0,120,3,16,4,104,2,2,34,0,4,19,4,2,2,9,6,70,2,1,00:35:16,3,4,0,75,1,5,0,0,0,10681,38,13,"2013-08-23 19:30:00",0,0,Final,2,7,,,,6,21157,35,4,17,0,14,NULL,14,7,7,0,0,NULL,0,1,1315209,4,NULL,"2013-08-23 22:38:13","Rogers Centre",Toronto,6,en,A,35,1
2,cgy,Calgary,Stampeders,en,2,10689,22,9,11,2,53,412,7.8,26,175,6,16,26,0,237,9.1,1,7,325,46.4,1,108,5,38,3,50,1,7,41,0,5,32,2,0,2,5,9,100,1,0,00:32:11,4,4,0,100,0,3,0,0,0,10689,69,21,"2013-10-18 21:00:00",0,0,Final,2,3,,,,2,27633,27,3,17,0,7,NULL,13,0,10,0,3,NULL,0,1,1315156,4,NULL,"2013-10-19 00:35:36","Commonwealth Stadium",Edmonton,2,en,A,27,1
2,cgy,Calgary,Stampeders,en,2,10703,26,11,11,4,61,426,7,25,125,5,22,33,0,301,9.1,3,5,247,49.4,0,112,8,22,4,90,1,0,42,0,7,44,1,1,2,8,8,79,5,4,00:33:36,3,3,0,100,0,4,0,0,0,10703,76,22,"2013-10-26 19:00:00",0,0,Final,4,2,,,,3,33671,25,3,12,3,7,NULL,29,3,7,9,10,NULL,0,1,1315163,4,NULL,"2013-10-27 00:12:19","McMahon Stadium",Calgary,3,en,H,29,1
2,cgy,Calgary,Stampeders,en,2,10707,11,6,5,0,43,219,5.1,14,97,6,14,27,0,122,4.5,2,12,575,47.9,1,131,5,38,4,93,1,0,44,0,2,4,1,0,0,13,11,133,0,0,00:26:45,2,2,0,100,0,3,0,0,0,10707,78,23,"2013-11-01 22:00:00",0,0,Final,2,1,,,,1,27228,7,4,0,3,0,NULL,26,7,10,0,9,NULL,0,1,1315165,4,NULL,"2013-11-02 01:14:29","B.C. Place",Vancouver,1,en,A,7,0
2,cgy,Calgary,Stampeders,en,2,11811,22,12,10,0,53,375,7.1,23,193,8,14,29,0,182,6.3,1,4,159,39.8,0,232,3,18,6,214,1,8,43,0,4,32,2,0,0,7,9,103,0,0,00:25:40,3,4,0,75,0,4,0,0,0,11811,NULL,2,"2014-06-14 21:00:00",0,0,Final,5,2,,,,3,27103,20,0,7,10,3,NULL,23,14,3,0,6,NULL,0,1,1411677,4,NULL,"2014-06-17 14:32:27","McMahon Stadium",Calgary,3,en,H,23,1
2,cgy,Calgary,Stampeders,en,2,12663,20,8,11,1,52,429,8.3,26,116,4,16,25,0,313,12.5,1,9,421,46.8,2,108,7,79,2,17,1,1,34,0,4,39,3,0,0,6,12,129,0,0,00:30:36,2,2,0,100,0,3,0,0,0,12663,NULL,5,"2014-06-28 15:00:00",0,0,Final,9,2,,,,3,26135,8,0,0,1,7,NULL,29,11,0,4,14,NULL,0,1,1411692,4,NULL,"2014-06-28 21:00:32","McMahon Stadium",Calgary,3,en,H,29,1
2,cgy,Calgary,Stampeders,en,2,12681,24,5,12,7,46,367,8,22,100,4,16,24,0,267,11.1,0,4,182,45.5,0,174,3,34,1,19,0,0,51,0,3,8,3,2,1,11,9,64,1,1,00:28:58,2,4,0,50,0,5,0,0,0,12681,NULL,7,"2014-07-12 18:30:00",0,0,Final,2,7,,,,6,16102,34,10,7,14,3,NULL,15,6,3,6,0,NULL,0,1,1411707,4,NULL,"2014-07-13 00:43:38","Rogers Centre",Toronto,6,en,A,34,1
2,cgy,Calgary,Stampeders,en,2,12689,20,6,12,2,55,312,5.7,18,111,6,20,35,0,201,5.7,2,10,410,41,0,57,4,26,0,0,1,0,41,0,3,20,0,2,1,8,12,120,1,1,00:30:39,1,2,0,50,0,2,0,0,0,12689,NULL,8,"2014-07-18 22:00:00",0,0,Final,6,2,,,,3,27546,7,4,0,3,0,NULL,10,0,7,0,3,NULL,0,1,1411718,4,NULL,"2014-07-21 12:16:10","McMahon Stadium",Calgary,3,en,H,10,1
2,cgy,Calgary,Stampeders,en,2,12693,13,5,4,4,53,239,4.5,23,115,5,14,29,0,124,4.3,1,10,484,48.4,0,119,6,34,4,85,1,10,35,0,3,20,3,1,2,12,15,135,0,0,00:33:32,4,4,0,100,0,4,0,0,0,12693,NULL,9,"2014-07-24 21:00:00",0,0,Final,2,3,,,,2,40066,26,10,10,3,3,NULL,22,3,10,7,2,NULL,0,1,1411725,4,NULL,"2014-07-25 00:27:12","Commonwealth Stadium",Edmonton,2,en,A,26,1
2,cgy,Calgary,Stampeders,en,2,12705,18,7,10,1,51,359,7,19,132,6,21,31,0,227,7.3,1,8,367,45.9,0,154,8,84,5,70,1,63,43,0,1,1,2,0,0,11,6,50,3,2,00:27:17,1,1,0,100,0,4,0,0,0,12705,NULL,10,"2014-08-01 22:00:00",0,0,Final,1,2,,,,3,27266,25,7,3,3,12,NULL,24,7,14,0,3,NULL,0,1,1411744,4,NULL,"2014-08-02 01:13:41","McMahon Stadium",Calgary,3,en,H,24,0
2,cgy,Calgary,Stampeders,en,2,12715,25,7,17,1,58,407,7,19,94,4,28,38,0,313,8.2,1,5,215,43,1,174,5,83,3,91,2,51,34,0,4,23,2,0,0,5,13,120,0,0,00:33:17,3,3,0,100,0,5,0,0,0,12715,NULL,11,"2014-08-09 19:30:00",0,0,Final,65,2,,,,3,28391,17,0,7,7,3,NULL,38,7,21,4,6,NULL,0,1,1411668,4,NULL,"2014-08-09 22:52:01","McMahon Stadium",Calgary,3,en,H,38,1
2,cgy,Calgary,Stampeders,en,2,12721,23,9,12,2,53,409,7.7,22,138,6,19,27,0,271,10,4,6,267,44.5,0,189,4,36,4,120,2,19,49,0,4,10,3,1,1,10,7,60,1,0,00:28:50,3,3,0,100,0,6,0,0,0,12721,NULL,12,"2014-08-16 15:00:00",0,0,Final,2,6,,,,65,6500,30,10,7,3,10,NULL,20,7,0,3,10,NULL,0,1,1411679,4,NULL,"2014-08-16 22:07:24",McMaster,Hamilton,65,en,A,30,1
2,cgy,Calgary,Stampeders,en,2,12731,27,10,12,5,59,458,7.8,28,181,6,17,30,0,277,9.2,1,5,231,46.2,0,141,9,102,2,39,1,11,33,0,3,37,3,1,0,11,8,78,2,1,00:34:08,1,3,0,33,1,5,0,0,0,12731,NULL,13,"2014-08-24 15:00:00",0,0,Final,2,65,,,,67,24327,32,7,1,3,21,NULL,7,7,0,0,0,NULL,0,1,1411691,4,NULL,"2014-08-24 22:09:32","TD Place Stadium",Ottawa,67,en,A,32,1
2,cgy,Calgary,Stampeders,en,2,12741,28,13,13,2,58,457,7.9,28,205,7,18,29,0,252,8.7,1,6,285,47.5,0,72,5,44,2,28,0,0,36,0,3,12,1,2,0,7,7,50,1,1,00:35:31,2,2,0,100,0,3,0,0,1,12741,NULL,14,"2014-09-01 16:30:00",0,0,Final,3,2,,,,3,35400,13,7,3,0,3,NULL,28,8,7,3,10,NULL,0,1,1411702,4,NULL,"2014-09-01 19:42:06","McMahon Stadium",Calgary,3,en,H,28,1
2,cgy,Calgary,Stampeders,en,2,12745,19,9,9,1,50,378,7.6,24,162,6,14,24,0,216,9,2,10,429,42.9,0,120,6,53,5,67,0,0,37,0,2,17,4,1,1,14,2,15,0,0,00:31:56,2,2,0,100,0,7,0,0,0,12745,NULL,15,"2014-09-06 19:00:00",0,0,Final,2,3,,,,2,40852,41,3,14,14,10,NULL,34,0,10,0,24,NULL,0,1,1411709,4,NULL,"2014-09-06 22:05:32","Commonwealth Stadium",Edmonton,2,en,A,41,1
2,cgy,Calgary,Stampeders,en,2,12753,22,10,11,1,53,411,7.8,17,209,12,25,36,0,202,5.6,0,6,312,52,0,159,5,50,5,109,1,1,48,0,2,17,1,2,2,7,10,82,2,1,00:27:58,1,1,0,100,0,6,0,0,0,12753,NULL,16,"2014-09-13 19:00:00",0,0,Final,7,2,,,,3,28607,33,15,14,3,1,NULL,40,3,7,15,15,NULL,0,1,1411719,4,NULL,"2014-09-14 00:58:00","McMahon Stadium",Calgary,3,en,H,40,1
2,cgy,Calgary,Stampeders,en,2,12763,15,8,6,1,52,272,5.2,21,120,5,15,30,0,152,5.1,1,10,433,43.3,1,188,7,58,6,130,0,0,53,0,1,6,2,0,0,10,8,65,3,2,00:23:06,0,0,0,0,0,3,0,0,0,12763,NULL,17,"2014-09-21 13:00:00",0,0,Final,2,9,,,,9,19892,15,0,8,7,0,NULL,31,0,15,3,13,NULL,0,1,1411731,4,NULL,"2014-09-21 19:23:34","Percival Molson Stadium",Montreal,9,en,A,15,0
2,cgy,Calgary,Stampeders,en,2,12773,15,9,5,1,54,351,6.5,28,189,6,12,23,0,162,7,3,7,288,41.1,0,197,9,142,3,55,2,55,41,0,2,11,1,0,0,10,6,45,1,1,00:31:01,4,6,0,67,0,2,0,0,0,12773,NULL,18,"2014-09-27 21:30:00",0,0,Final,1,2,,,,3,30214,7,7,0,0,0,NULL,14,0,3,8,3,NULL,0,1,1411738,4,NULL,"2014-09-28 00:41:14","McMahon Stadium",Calgary,3,en,H,14,1
2,cgy,Calgary,Stampeders,en,2,12777,24,9,12,3,55,333,6.1,25,139,5,16,29,0,194,6.7,1,7,334,47.7,1,182,5,76,5,106,3,91,43,0,4,13,0,1,0,9,14,122,0,0,00:28:12,0,3,0,0,0,5,0,0,0,12777,NULL,19,"2014-10-03 22:00:00",0,0,Final,2,4,,,,4,33031,31,2,7,15,7,NULL,24,0,0,16,8,NULL,0,1,1411740,4,NULL,"2014-10-04 01:44:41","Mosaic Stadium",Saskatchewan,4,en,A,31,1
2,cgy,Calgary,Stampeders,en,2,12795,27,16,10,1,60,453,7.6,30,195,6,18,28,0,258,9.2,2,5,232,46.4,2,147,3,31,4,79,0,0,38,0,2,10,1,1,1,9,11,92,1,0,00:32:59,1,1,0,100,0,6,0,0,0,12795,NULL,21,"2014-10-18 19:00:00",0,0,Final,2,5,,,,17,22320,33,15,1,7,10,NULL,23,3,3,10,7,NULL,0,1,1411746,4,NULL,"2014-10-18 22:27:53","Investors Group Field",Winnipeg,17,en,A,33,1
2,cgy,Calgary,Stampeders,en,2,12801,23,10,10,3,54,343,6.4,20,112,5,21,31,0,231,7.5,3,7,316,45.1,0,152,5,32,6,120,3,72,31,0,3,20,3,1,0,10,6,68,0,0,00:32:04,1,2,0,50,1,6,0,0,0,12801,NULL,22,"2014-10-24 21:30:00",0,0,Final,4,2,,,,3,35400,27,3,17,7,0,NULL,40,8,7,0,25,NULL,0,1,1411750,4,NULL,"2014-10-25 00:57:54","McMahon Stadium",Calgary,3,en,H,40,1
2,cgy,Calgary,Stampeders,en,2,12809,20,12,7,1,48,355,7.4,24,217,9,13,22,0,138,6.3,2,5,238,47.6,1,211,5,69,7,142,0,0,46,0,1,8,2,2,1,7,14,130,5,5,00:28:32,1,2,0,50,0,3,0,0,0,12809,NULL,23,"2014-11-01 16:00:00",0,0,Final,5,2,,,,3,27076,18,3,0,6,9,NULL,13,7,3,1,2,NULL,0,1,1411763,4,NULL,"2014-11-01 19:52:28","McMahon Stadium",Calgary,3,en,H,13,0
2,cgy,Calgary,Stampeders,en,2,12817,24,3,18,3,55,469,8.5,17,55,3,27,38,0,414,10.9,0,4,172,43,0,159,3,23,5,136,2,43,47,0,5,31,1,2,0,8,3,10,2,0,00:30:22,4,4,0,100,0,5,0,0,0,12817,NULL,24,"2014-11-07 22:00:00",0,0,Final,2,1,,,,1,33752,33,3,21,3,6,NULL,16,3,10,3,0,NULL,0,1,1411768,4,NULL,"2014-11-08 01:34:46","B.C. Place",Vancouver,1,en,A,33,1
2,cgy,Calgary,Stampeders,en,2,12825,15,4,9,2,46,406,8.8,21,70,3,14,22,0,336,15.3,3,9,402,44.7,0,87,7,39,4,48,1,15,40,0,1,8,10,1,1,14,7,70,1,0,00:28:19,0,1,0,0,1,7,0,0,0,12825,NULL,31,"2014-11-23 16:30:00",0,0,Final,3,2,,,,3,31004,18,1,3,14,0,NULL,43,7,22,7,7,NULL,0,1,1411774,4,NULL,"2014-11-23 19:47:23","McMahon Stadium",Calgary,3,en,H,43,1
2,cgy,Calgary,Stampeders,en,2,12827,22,5,16,1,51,384,7.5,17,50,2,25,34,0,334,9.8,0,7,313,44.7,0,53,5,6,2,47,0,0,44,0,3,18,1,1,0,8,7,48,0,0,00:31:05,2,2,0,100,0,3,0,0,0,12827,NULL,32,"2014-11-30 18:00:00",0,0,Final,6,2,,,,1,52056,16,0,7,0,9,NULL,20,7,10,3,0,NULL,0,1,1411775,4,NULL,"2014-11-30 21:44:17","B.C. Place",Vancouver,1,en,H,20,1
2,cgy,Calgary,Stampeders,en,2,12851,18,4,13,1,56,343,6.1,17,80,4,22,35,0,263,7.5,4,5,282,56.4,1,106,5,53,2,53,1,98,44,0,3,20,4,0,0,5,12,83,1,0,00:31:25,2,2,0,100,0,3,0,0,0,12851,NULL,5,"2015-06-26 21:00:00",0,0,Final,6,2,,,,3,28487,23,15,3,3,2,NULL,24,7,3,8,6,NULL,0,1,1529637,4,NULL,"2015-06-27 00:17:36","McMahon Stadium",Calgary,3,en,H,24,1
2,cgy,Calgary,Stampeders,en,2,12859,19,6,10,3,52,331,6.4,15,68,4,21,34,0,263,7.7,3,5,223,44.6,0,124,3,22,4,102,0,0,50,0,0,0,1,0,0,7,11,80,2,0,00:27:12,1,2,0,50,0,2,0,0,0,12859,NULL,6,"2015-07-03 19:30:00",0,0,Final,2,9,,,,9,19111,11,0,0,3,8,NULL,29,7,9,6,7,NULL,0,1,1529644,4,NULL,"2015-07-03 22:59:46","Percival Molson Stadium",Montreal,9,en,A,11,0
2,cgy,Calgary,Stampeders,en,2,12871,20,6,12,2,56,393,7,20,90,4,25,34,0,303,8.9,2,9,449,49.9,1,101,6,34,3,67,1,10,30,0,1,2,3,1,1,9,19,152,1,1,00:35:06,1,1,0,100,0,4,0,0,0,12871,NULL,7,"2015-07-13 21:00:00",0,0,Final,7,2,,,,3,26741,20,7,7,3,3,NULL,25,0,22,0,3,NULL,0,1,1529652,4,NULL,"2015-07-14 01:13:02","McMahon Stadium",Calgary,3,en,H,25,1
2,cgy,Calgary,Stampeders,en,2,12879,13,7,6,0,45,312,6.9,23,147,6,12,21,0,165,7.9,1,9,404,44.9,0,150,2,29,2,37,1,0,37,0,2,11,1,2,3,9,12,92,1,1,00:32:35,1,2,0,50,1,4,0,0,1,12879,NULL,8,"2015-07-18 19:00:00",0,0,Final,5,2,,,,3,29255,25,16,0,6,3,NULL,26,8,8,7,3,NULL,0,1,1529658,4,NULL,"2015-07-18 22:38:51","McMahon Stadium",Calgary,3,en,H,26,1
2,cgy,Calgary,Stampeders,en,2,12881,21,2,17,2,57,350,6.1,14,32,2,23,41,0,318,7.8,2,7,326,46.6,1,152,5,59,4,71,0,0,41,0,4,20,2,1,0,6,11,62,3,3,00:28:50,3,3,0,100,0,3,0,0,0,12881,NULL,9,"2015-07-24 19:00:00",0,0,Final,2,65,,,,67,23018,26,11,8,4,3,0,29,8,9,3,6,3,0,1,1529660,5,NULL,"2015-07-27 15:20:32","TD Place Stadium",Ottawa,67,en,A,26,0
3,edm,Edmonton,Eskimos,en,3,10551,14,5,8,1,53,348,6.6,15,66,4,18,33,0,282,8.5,5,11,528,48,0,154,7,53,6,73,0,0,52,0,3,17,0,2,4,11,6,50,1,0,00:27:42,1,1,0,100,0,4,0,0,0,10551,3,1,"2013-06-14 21:00:00",0,0,Final,4,3,,,,2,26623,31,10,1,3,17,NULL,24,7,7,7,3,NULL,0,1,1315173,4,NULL,"2013-06-20 16:37:43","Commonwealth Stadium",Edmonton,2,en,H,24,0
3,edm,Edmonton,Eskimos,en,3,10557,19,7,9,3,60,339,5.7,18,93,5,16,35,0,246,7,7,10,505,50.5,0,204,6,104,4,100,0,0,39,0,4,30,2,3,3,12,11,121,0,0,00:26:55,0,0,0,0,0,6,0,0,0,10557,43,14,"2013-09-02 17:00:00",0,0,Final,3,2,,,,3,32217,34,0,7,0,27,NULL,37,17,0,13,7,NULL,0,1,1315130,4,NULL,"2013-09-02 20:39:17","McMahon Stadium",Calgary,3,en,A,34,0
3,edm,Edmonton,Eskimos,en,3,10563,17,7,10,0,54,337,6.2,21,143,6,16,26,0,194,7.5,7,10,403,40.3,0,96,7,52,2,44,1,27,44,0,4,33,0,2,1,8,8,60,1,1,00:26:05,1,3,0,33,2,2,0,0,0,10563,45,15,"2013-09-06 21:00:00",0,0,Final,2,3,,,,2,33654,22,7,3,3,9,NULL,12,0,9,0,3,NULL,0,1,1315132,4,NULL,"2013-09-08 00:11:24","Commonwealth Stadium",Edmonton,2,en,H,12,0
3,edm,Edmonton,Eskimos,en,3,10577,17,5,8,4,47,432,9.2,22,134,6,18,24,0,298,12.4,1,7,309,44.1,0,110,3,29,4,81,2,31,40,0,3,13,2,0,0,11,13,84,1,1,00:27:55,2,2,0,100,0,5,0,0,0,10577,8,2,"2013-06-21 22:00:00",0,0,Final,3,1,,,,1,26733,27,7,10,3,7,NULL,22,8,0,7,7,NULL,0,1,1315179,4,NULL,"2013-06-22 01:30:38","B.C. Place",Vancouver,1,en,A,27,1
3,edm,Edmonton,Eskimos,en,3,10579,17,8,9,0,49,349,7.1,21,153,7,16,25,0,196,7.8,3,11,514,46.7,1,30,4,17,1,13,2,31,43,0,4,25,2,1,2,10,12,107,0,0,00:28:35,1,1,0,100,0,4,0,0,0,10579,50,16,"2013-09-14 18:30:00",0,0,Final,5,3,,,,2,29499,7,0,3,1,3,NULL,25,17,7,0,1,NULL,0,1,1315137,4,NULL,"2013-09-14 22:36:41","Commonwealth Stadium",Edmonton,2,en,H,25,1
3,edm,Edmonton,Eskimos,en,3,10591,27,9,15,3,68,521,7.7,18,103,5,31,46,0,418,9.1,4,7,254,36.3,0,137,6,62,4,62,2,58,34,0,3,43,2,2,2,9,14,129,4,3,00:32:42,4,5,0,80,1,4,0,0,0,10591,53,17,"2013-09-20 20:00:00",0,0,Final,3,5,,,,17,28859,35,0,11,3,13,8,27,14,6,7,0,0,0,1,1315140,5,NULL,"2013-09-20 23:45:31","Investors Group Field",Winnipeg,17,en,A,35,1
