game_id,play_id,player1_id,tackle1_id
23065,10555,5933.0,6159.0
23066,10555,6359.0,nan
23067,10555,5083.0,3541.0
23068,10555,6195.0,4001.0
23069,10555,6195.0,4205.0
23070,10555,6195.0,nan
23071,10557,1255.0,4091.0
23072,10557,1255.0,4557.0
23073,10557,5083.0,nan
23074,10557,6075.0,3001.0
23075,10557,6075.0,6199.0
23076,10557,1255.0,4503.0
23077,10557,1255.0,4091.0
23078,10557,1255.0,4091.0
23079,10557,1255.0,2357.0
23080,10557,6075.0,4035.0
23081,10557,1255.0,2357.0
23082,10557,1255.0,4503.0
23083,10557,3291.0,2217.0
23084,10557,3291.0,nan
23085,10557,6075.0,3007.0
23086,10557,3881.0,4035.0
23087,10557,6075.0,4035.0
23088,10557,3881.0,5159.0
23089,10557,1255.0,5719.0
23090,10557,1255.0,4997.0
23091,10557,5083.0,3027.0
23092,10557,6075.0,6199.0
23093,10557,3881.0,5513.0
23094,10557,1255.0,2357.0
23095,10557,1255.0,4997.0
23096,10557,1255.0,3145.0
23097,10557,6075.0,6199.0
23098,10557,5083.0,5719.0
23099,10557,1255.0,3027.0
23100,10557,1255.0,3145.0
23101,10557,6075.0,4035.0
23102,10557,1255.0,4019.0
23103,10557,3881.0,5513.0
23104,10557,3881.0,3007.0
23105,10557,6075.0,6199.0
23106,10557,3881.0,nan
23107,10557,1255.0,4997.0
23108,10557,3881.0,3007.0
23109,10559,5943.0,4171.0
23110,10559,5373.0,1567.0
23111,10559,4319.0,5097.0
23112,10559,5373.0,nan
23113,10559,4827.0,2345.0
23114,10559,3753.0,5833.0
23115,10559,4319.0,6241.0
23116,10559,5373.0,1567.0
23117,10559,2887.0,4833.0
23118,10559,4319.0,5205.0
23119,10559,4319.0,4113.0
23120,10559,2887.0,5485.0
23121,10559,4319.0,3279.0
23122,10559,5943.0,343.0
23123,10559,4319.0,5669.0
23124,10559,4319.0,5669.0
23125,10559,5373.0,5545.0
23126,10559,5373.0,4171.0
23127,10559,6295.0,1391.0
23128,10559,5943.0,1715.0
23129,10559,4319.0,5485.0
23130,10559,4319.0,3279.0
23131,10559,4319.0,6241.0
23132,10559,5373.0,4507.0
23133,10559,4319.0,4113.0
23134,10559,4319.0,5205.0
23135,10559,4319.0,5485.0
23136,10559,5943.0,5401.0
23137,10559,5373.0,4171.0
23138,10559,2703.0,6241.0
23139,10559,3753.0,2051.0
23140,10559,2703.0,3591.0
23141,10559,2703.0,5205.0
23142,10559,2703.0,3279.0
23143,10559,2703.0,3279.0
23144,10559,5943.0,1567.0
23145,10559,6295.0,nan
23146,10559,2887.0,4113.0
23147,10559,2703.0,5485.0
23148,10559,2703.0,3571.0
23149,10559,6295.0,4113.0
23150,10559,2703.0,6241.0
23151,10559,2703.0,3279.0
23152,10559,2703.0,3591.0
23153,10561,5491.0,3279.0
23154,10561,4313.0,691.0
23155,10561,5491.0,6241.0
23156,10561,5213.0,nan
23157,10561,5213.0,5537.0
23158,10561,5213.0,5833.0
23159,10561,5491.0,4293.0
23160,10561,5783.0,6231.0
23161,10561,nan,1391.0
23162,10561,5213.0,5537.0
23163,10561,nan,3467.0
23164,10561,nan,5707.0
23165,10561,4827.0,691.0
23166,10561,4827.0,nan
23167,10561,5213.0,5099.0
23168,10561,5213.0,nan
23169,10561,5213.0,5151.0
23170,10561,6295.0,nan
23171,10561,1551.0,2613.0
23172,10561,5943.0,6375.0
23173,10561,5373.0,5833.0
23174,10561,5943.0,5151.0
23175,10561,5373.0,nan
23176,10561,5783.0,5669.0
23177,10561,5213.0,nan
23178,10561,nan,5669.0
23179,10561,nan,5669.0
23180,10561,3239.0,nan
23181,10561,5213.0,6385.0
23182,10561,5373.0,5403.0
23183,10561,5213.0,2887.0
23184,10561,5783.0,6231.0
23185,10561,3239.0,6353.0
23186,10561,5943.0,6385.0
23187,10561,5943.0,6385.0
23188,10561,5943.0,5717.0
23189,10561,5943.0,6385.0
23190,10561,5943.0,6127.0
23191,10561,5943.0,4171.0
23192,10563,6075.0,3423.0
23193,10563,1255.0,5719.0
23194,10563,6075.0,5159.0
23195,10563,3881.0,5513.0
23196,10563,6075.0,3007.0
23197,10563,6075.0,4035.0
23198,10563,6075.0,4035.0
23199,10563,1255.0,4997.0
23200,10563,1255.0,6331.0
23201,10563,1255.0,4997.0
23202,10563,5083.0,nan
23203,10563,5083.0,5719.0
23204,10563,1255.0,5719.0
23205,10563,6075.0,5159.0
23206,10563,6075.0,6199.0
23207,10563,6075.0,3249.0
23208,10563,6075.0,nan
23209,10563,1255.0,5719.0
23210,10563,1255.0,2931.0
23211,10563,6075.0,3007.0
23212,10563,6075.0,3249.0
23213,10563,6075.0,5159.0
23214,10563,1255.0,5719.0
23215,10563,1255.0,4503.0
23216,10563,6075.0,3897.0
23217,10563,6075.0,5159.0
23218,10563,3881.0,5159.0
23219,10563,1255.0,5719.0
23220,10563,6075.0,5513.0
23221,10563,3881.0,5513.0
23222,10563,6075.0,3249.0
23223,10563,3881.0,3249.0
23224,10563,1255.0,6331.0
23225,10563,4087.0,3145.0
23226,10563,5083.0,4091.0
23227,10563,1255.0,5719.0
23228,10563,5083.0,5719.0
23229,10563,4087.0,4503.0
23230,10563,1255.0,2357.0
23231,10563,1255.0,3995.0
23232,10563,4087.0,3027.0
23233,10563,4087.0,4399.0
23234,10565,5873.0,667.0
23235,10565,5377.0,3067.0
23236,10565,5873.0,5237.0
23237,10565,3437.0,3739.0
23238,10565,91.0,4511.0
23239,10565,3437.0,6409.0
23240,10565,3811.0,1057.0
23241,10565,3811.0,5381.0
23242,10565,91.0,4511.0
23243,10565,5873.0,4511.0
23244,10565,3437.0,4401.0
23245,10565,3437.0,4009.0
23246,10565,3811.0,4761.0
23247,10565,3811.0,4401.0
23248,10565,3811.0,6409.0
23249,10565,3437.0,4009.0
23250,10565,4063.0,nan
23251,10565,5873.0,5089.0
23252,10565,5873.0,4511.0
23253,10565,3811.0,nan
23254,10565,91.0,667.0
23255,10565,5873.0,5913.0
23256,10565,5377.0,2121.0
23257,10565,5873.0,5297.0
23258,10565,5873.0,667.0
23259,10567,6295.0,5669.0
23260,10567,2703.0,4781.0
23261,10567,6445.0,5545.0
23262,10567,2703.0,6245.0
23263,10567,6295.0,nan
23264,10567,6295.0,4113.0
23265,10567,2703.0,6245.0
23266,10567,5373.0,5545.0
23267,10567,6445.0,5545.0
23268,10567,6445.0,5857.0
23269,10567,2703.0,3571.0
23270,10567,2703.0,3279.0
23271,10567,2703.0,3279.0
23272,10567,6445.0,6397.0
23273,10567,6445.0,5545.0
23274,10567,6445.0,5545.0
23275,10567,6445.0,4167.0
23276,10567,2703.0,3591.0
23277,10567,6295.0,5337.0
23278,10567,6445.0,5401.0
23279,10567,6295.0,nan
23280,10567,5373.0,nan
23281,10567,6295.0,4781.0
23282,10567,6445.0,4507.0
23283,10567,5373.0,4171.0
23284,10567,6445.0,2835.0
23285,10567,6445.0,5545.0
23286,10567,5373.0,3617.0
23287,10567,5373.0,2835.0
23288,10569,4555.0,5509.0
23289,10569,91.0,5891.0
23290,10569,91.0,5183.0
23291,10569,4901.0,nan
23292,10569,4555.0,5307.0
23293,10569,6047.0,4833.0
23294,10569,5873.0,6235.0
23295,10569,4555.0,6283.0
23296,10569,4555.0,5341.0
23297,10569,3709.0,4833.0
23298,10569,4555.0,5905.0
23299,10569,5873.0,6235.0
23300,10569,1223.0,5509.0
23301,10569,5377.0,nan
23302,10569,5377.0,5923.0
23303,10569,1223.0,5307.0
23304,10569,5885.0,nan
23305,10569,1223.0,5895.0
23306,10569,6217.0,4931.0
23307,10569,4857.0,6239.0
23308,10569,3887.0,5849.0
23309,10569,6217.0,2855.0
23310,10569,3887.0,5487.0
23311,10569,6217.0,5009.0
23312,10569,6217.0,6109.0
23313,10571,3887.0,3355.0
23314,10571,1543.0,6235.0
23315,10571,4777.0,5945.0
23316,10571,4777.0,4053.0
23317,10571,1543.0,4053.0
23318,10571,4777.0,4269.0
23319,10571,4777.0,3175.0
23320,10571,4777.0,5945.0
23321,10571,5445.0,6337.0
23322,10571,4777.0,5039.0
23323,10571,1543.0,5945.0
23324,10571,1543.0,6235.0
23325,10571,4795.0,3175.0
23326,10571,4777.0,1899.0
23327,10571,4777.0,3175.0
23328,10571,5445.0,3355.0
23329,10571,4777.0,5009.0
23330,10571,4777.0,4053.0
23331,10571,5445.0,4609.0
23332,10571,5445.0,2953.0
23333,10571,4777.0,5045.0
23334,10571,4777.0,5045.0
23335,10571,3709.0,nan
23336,10571,5445.0,5809.0
23337,10571,3709.0,nan
23338,10571,1543.0,5045.0
23339,10571,5445.0,3355.0
23340,10571,3709.0,2919.0
23341,10571,5445.0,2919.0
23342,10571,4777.0,3181.0
23343,10571,5445.0,5809.0
23344,10571,5445.0,619.0
23345,10571,3709.0,6381.0
23346,10571,3709.0,nan
23347,10571,4777.0,5039.0
23348,10571,5445.0,6381.0
23349,10571,1543.0,nan
23350,10571,5445.0,3133.0
23351,10571,5445.0,4609.0
23352,10571,3709.0,2177.0
23353,10571,5445.0,2505.0
23354,10573,4777.0,3001.0
23355,10573,4777.0,5409.0
23356,10573,4777.0,3761.0
23357,10573,4777.0,nan
23358,10573,1255.0,2177.0
23359,10573,1543.0,3897.0
23360,10573,1255.0,2919.0
23361,10573,2373.0,nan
23362,10573,5083.0,4609.0
23363,10573,1255.0,2919.0
23364,10573,4777.0,3007.0
23365,10573,1255.0,2919.0
23366,10573,4777.0,6199.0
23367,10573,4777.0,5513.0
23368,10573,1255.0,6337.0
23369,10573,1255.0,2919.0
23370,10573,1543.0,3761.0
23371,10573,1255.0,3449.0
23372,10573,1255.0,2177.0
23373,10573,4777.0,5409.0
23374,10573,5083.0,3133.0
23375,10573,4087.0,6337.0
23376,10573,4777.0,nan
23377,10573,4777.0,4209.0
23378,10573,4409.0,4957.0
23379,10573,4409.0,2505.0
23380,10573,5083.0,1703.0
23381,10573,4409.0,4957.0
23382,10573,4409.0,nan
23383,10573,4589.0,5799.0
23384,10573,4589.0,5513.0
23385,10573,4795.0,4047.0
23386,10573,4795.0,5513.0
23387,10573,6195.0,6271.0
23388,10573,4589.0,4035.0
23389,10573,6195.0,4799.0
23390,10573,6195.0,5535.0
23391,10573,6195.0,6139.0
23392,10573,6195.0,5811.0
23393,10573,6195.0,4599.0
23394,10573,6195.0,4799.0
23395,10575,1255.0,3739.0
23396,10575,5083.0,6409.0
23397,10575,5701.0,5513.0
23398,10575,91.0,3249.0
23399,10575,1255.0,1057.0
23400,10575,5873.0,5513.0
23401,10575,1255.0,4401.0
23402,10575,1255.0,1057.0
23403,10575,3879.0,6409.0
23404,10575,5873.0,2993.0
23405,10575,5873.0,6199.0
23406,10575,1255.0,4761.0
23407,10575,5873.0,5159.0
23408,10575,1255.0,5117.0
23409,10575,1255.0,6283.0
23410,10575,5083.0,4761.0
23411,10575,5873.0,3703.0
23412,10575,91.0,3249.0
23413,10575,1255.0,4761.0
23414,10575,5701.0,4209.0
23415,10575,1255.0,4401.0
23416,10575,3983.0,5381.0
23417,10575,1255.0,1057.0
23418,10575,2373.0,5127.0
23419,10575,5873.0,5159.0
23420,10575,1255.0,4401.0
23421,10575,5873.0,3001.0
23422,10575,1255.0,3461.0
23423,10575,5873.0,4803.0
23424,10575,91.0,3897.0
23425,10577,3373.0,2121.0
23426,10577,3373.0,2121.0
23427,10577,3373.0,5237.0
23428,10577,3437.0,5625.0
23429,10577,3291.0,3095.0
23430,10577,3373.0,nan
23431,10577,3589.0,4503.0
23432,10577,3373.0,3095.0
23433,10577,3373.0,4203.0
23434,10577,3881.0,4203.0
23435,10577,3437.0,3145.0
23436,10577,6075.0,4203.0
23437,10577,6075.0,695.0
23438,10577,3881.0,nan
23439,10577,6075.0,4203.0
23440,10577,3811.0,5625.0
23441,10577,6075.0,5237.0
23442,10577,6153.0,5449.0
23443,10577,3437.0,nan
23444,10577,3811.0,127.0
23445,10577,6075.0,3067.0
23446,10577,6359.0,5719.0
23447,10577,5195.0,5719.0
23448,10577,3437.0,5719.0
23449,10577,6153.0,5089.0
23450,10577,6153.0,5449.0
23451,10577,6359.0,5625.0
23452,10577,6153.0,4203.0
23453,10577,6153.0,3095.0
23454,10577,5195.0,nan
23455,10577,6359.0,5719.0
23456,10577,6359.0,nan
23457,10577,6153.0,6183.0
23458,10577,6153.0,6363.0
23459,10577,6153.0,5089.0
23460,10579,3373.0,4115.0
23461,10579,5445.0,4091.0
23462,10579,3373.0,6235.0
23463,10579,3373.0,4053.0
23464,10579,3881.0,nan
23465,10579,3373.0,5945.0
23466,10579,3881.0,4053.0
23467,10579,5445.0,2357.0
23468,10579,3709.0,5719.0
23469,10579,3593.0,4399.0
23470,10579,5445.0,4557.0
23471,10579,5445.0,2357.0
23472,10579,3881.0,4115.0
23473,10579,3881.0,3175.0
23474,10579,3373.0,5945.0
23475,10579,3709.0,3027.0
23476,10579,5445.0,3027.0
23477,10579,3709.0,5719.0
23478,10579,3881.0,3557.0
23479,10579,3881.0,4269.0
23480,10579,5445.0,4503.0
23481,10579,3373.0,6235.0
23482,10579,5445.0,1215.0
23483,10579,5445.0,4091.0
23484,10579,3291.0,4115.0
23485,10579,5445.0,3995.0
23486,10579,3373.0,4269.0
23487,10579,3881.0,1193.0
23488,10579,3373.0,5729.0
23489,10579,5445.0,1215.0
23490,10579,5445.0,3027.0
23491,10579,3855.0,5719.0
23492,10579,3855.0,4503.0
23493,10579,5445.0,5719.0
23494,10579,3373.0,6235.0
23495,10579,3881.0,5729.0
23496,10579,3373.0,6235.0
23497,10579,6121.0,5045.0
23498,10579,3855.0,2357.0
23499,10581,4869.0,5041.0
23500,10581,5491.0,nan
23501,10581,4747.0,2345.0
23502,10581,5491.0,5039.0
23503,10581,4747.0,1715.0
23504,10581,4747.0,1567.0
23505,10581,4869.0,4259.0
23506,10581,5491.0,5041.0
23507,10581,4869.0,4259.0
23508,10581,4869.0,4053.0
23509,10581,5491.0,3557.0
23510,10581,5491.0,4269.0
23511,10581,4869.0,4053.0
23512,10581,5491.0,5041.0
23513,10581,4869.0,5039.0
23514,10581,5491.0,4053.0
23515,10581,5491.0,4269.0
23516,10581,4747.0,2835.0
23517,10581,4747.0,1567.0
23518,10581,3653.0,nan
23519,10581,4747.0,2545.0
23520,10581,4869.0,5041.0
23521,10581,4869.0,5041.0
23522,10581,4747.0,5493.0
23523,10581,4869.0,nan
23524,10581,4869.0,5045.0
23525,10581,4869.0,5041.0
23526,10581,5783.0,5041.0
23527,10581,4869.0,4259.0
23528,10583,5373.0,3449.0
23529,10583,4777.0,4781.0
23530,10583,5373.0,nan
23531,10583,4777.0,1391.0
23532,10583,4777.0,5003.0
23533,10583,4777.0,6241.0
23534,10583,4313.0,5809.0
23535,10583,767.0,4781.0
23536,10583,767.0,5205.0
23537,10583,4795.0,3467.0
23538,10583,6445.0,2953.0
23539,10583,6445.0,2953.0
23540,10583,6445.0,2551.0
23541,10583,767.0,6241.0
23542,10583,4795.0,3467.0
23543,10583,767.0,5003.0
23544,10583,767.0,5003.0
23545,10583,767.0,4781.0
23546,10583,5373.0,3133.0
23547,10583,6445.0,5809.0
23548,10583,6445.0,nan
23549,10583,6445.0,619.0
23550,10583,6445.0,3355.0
23551,10583,6445.0,3355.0
23552,10583,6445.0,4609.0
23553,10583,6445.0,3133.0
23554,10583,6445.0,4609.0
23555,10583,1543.0,3467.0
23556,10585,4313.0,5307.0
23557,10585,6217.0,4293.0
23558,10585,6217.0,5003.0
23559,10585,5873.0,5003.0
23560,10585,4313.0,6161.0
23561,10585,4313.0,1353.0
23562,10585,4313.0,nan
23563,10585,5873.0,4113.0
23564,10585,91.0,4293.0
23565,10585,2661.0,3591.0
23566,10585,4313.0,1353.0
23567,10585,4313.0,1057.0
23568,10585,6217.0,3279.0
23569,10585,91.0,nan
23570,10585,4313.0,2929.0
23571,10585,91.0,nan
23572,10585,5873.0,5177.0
23573,10585,91.0,4113.0
23574,10585,5873.0,4113.0
23575,10585,6217.0,3279.0
23576,10585,2041.0,5307.0
23577,10585,4313.0,1057.0
23578,10585,91.0,5669.0
23579,10585,383.0,nan
23580,10585,91.0,4113.0
23581,10585,91.0,nan
23582,10585,4313.0,4833.0
23583,10585,5373.0,4761.0
23584,10585,4313.0,6161.0
23585,10587,2703.0,4511.0
23586,10587,3811.0,2345.0
23587,10587,3437.0,5833.0
23588,10587,2703.0,2121.0
23589,10587,2703.0,3067.0
23590,10587,3437.0,1567.0
23591,10587,2703.0,3067.0
23592,10587,3437.0,2835.0
23593,10587,3437.0,4171.0
23594,10587,2887.0,931.0
23595,10587,2887.0,1747.0
23596,10587,3437.0,1567.0
23597,10587,5195.0,5833.0
23598,10587,5195.0,2835.0
23599,10587,3437.0,4171.0
23600,10587,2703.0,4453.0
23601,10587,6295.0,4511.0
23602,10587,2703.0,695.0
23603,10587,2703.0,1747.0
23604,10587,2703.0,2121.0
23605,10587,3437.0,3617.0
23606,10587,3437.0,nan
23607,10587,6449.0,4453.0
23608,10587,3811.0,nan
23609,10587,3437.0,4167.0
23610,10587,3437.0,2835.0
23611,10587,5195.0,5545.0
23612,10587,3437.0,2835.0
23613,10587,3437.0,4171.0
23614,10589,1255.0,1747.0
23615,10589,1255.0,4453.0
23616,10589,1255.0,931.0
23617,10589,1255.0,5237.0
23618,10589,1255.0,3067.0
23619,10589,3437.0,4021.0
23620,10589,3437.0,5461.0
23621,10589,1255.0,1501.0
23622,10589,2373.0,1747.0
23623,10589,3589.0,4377.0
23624,10589,4975.0,nan
23625,10589,4087.0,667.0
23626,10589,3437.0,2993.0
23627,10589,3811.0,5409.0
23628,10589,1255.0,4453.0
23629,10589,1255.0,5913.0
23630,10589,1255.0,1501.0
23631,10589,1255.0,nan
23632,10589,1255.0,667.0
23633,10589,1255.0,1747.0
23634,10589,1255.0,4453.0
23635,10589,3811.0,4021.0
23636,10589,1255.0,5913.0
23637,10589,3811.0,2993.0
23638,10589,1255.0,3067.0
23639,10589,1255.0,667.0
23640,10589,1255.0,4453.0
23641,10589,1255.0,1747.0
23642,10589,1255.0,nan
23643,10589,3803.0,4021.0
23644,10589,4087.0,1747.0
23645,10589,1255.0,1747.0
23646,10589,1255.0,695.0
23647,10589,1255.0,4511.0
23648,10589,1255.0,5297.0
23649,10589,1255.0,3541.0
23650,10589,4087.0,4453.0
23651,10589,3811.0,nan
23652,10589,3437.0,4035.0
23653,10589,3437.0,3001.0
23654,10591,5445.0,851.0
23655,10591,3855.0,4503.0
23656,10591,3855.0,nan
23657,10591,3373.0,4269.0
23658,10591,3373.0,3181.0
23659,10591,5445.0,5719.0
23660,10591,5445.0,3145.0
23661,10591,6465.0,3175.0
23662,10591,2133.0,3181.0
23663,10591,3373.0,3175.0
23664,10591,5445.0,4091.0
23665,10591,3373.0,4269.0
23666,10591,5445.0,4503.0
23667,10591,5445.0,2357.0
23668,10591,3291.0,3181.0
23669,10591,2133.0,4269.0
23670,10591,5445.0,1215.0
23671,10591,3855.0,3027.0
23672,10591,3373.0,3175.0
23673,10591,5445.0,4503.0
23674,10591,3373.0,3175.0
23675,10591,3291.0,5945.0
23676,10591,3373.0,5729.0
23677,10591,3373.0,3181.0
23678,10591,3291.0,nan
23679,10591,5445.0,nan
23680,10591,3855.0,3027.0
23681,10591,5445.0,4557.0
23682,10591,5445.0,4503.0
23683,10591,5445.0,4091.0
23684,10591,3709.0,3027.0
23685,10591,3373.0,nan
23686,10593,4777.0,3145.0
23687,10593,4777.0,5501.0
23688,10593,4777.0,1215.0
23689,10593,4777.0,nan
23690,10593,3373.0,3133.0
23691,10593,3373.0,6337.0
23692,10593,6075.0,2505.0
23693,10593,3881.0,2919.0
23694,10593,4777.0,2357.0
23695,10593,4777.0,3027.0
23696,10593,4777.0,1239.0
23697,10593,3373.0,6337.0
23698,10593,3881.0,5021.0
23699,10593,4777.0,5501.0
23700,10593,3881.0,3355.0
23701,10593,6075.0,4609.0
23702,10593,6075.0,4609.0
23703,10593,6075.0,2953.0
23704,10593,6075.0,3449.0
23705,10593,4777.0,4503.0
23706,10593,4777.0,4503.0
23707,10593,3373.0,2505.0
23708,10593,4777.0,3027.0
23709,10593,4777.0,1239.0
23710,10593,3881.0,4609.0
23711,10593,4777.0,4091.0
23712,10593,3373.0,5021.0
23713,10593,4589.0,4557.0
23714,10593,4777.0,1215.0
23715,10593,4777.0,3027.0
23716,10593,4777.0,4091.0
23717,10593,4589.0,3995.0
23718,10593,4589.0,1215.0
23719,10593,4589.0,1215.0
23720,10593,4589.0,1215.0
23721,10593,4589.0,3995.0
23722,10593,4589.0,5501.0
23723,10593,6121.0,nan
23724,10595,4747.0,1567.0
23725,10595,4747.0,2345.0
23726,10595,4319.0,4269.0
23727,10595,4319.0,485.0
23728,10595,4319.0,3181.0
23729,10595,5445.0,5493.0
23730,10595,5445.0,1567.0
23731,10595,4869.0,4269.0
23732,10595,4747.0,1715.0
23733,10595,4747.0,691.0
23734,10595,4747.0,2345.0
23735,10595,3709.0,2835.0
23736,10595,3709.0,nan
23737,10595,4319.0,5045.0
23738,10595,4747.0,5401.0
23739,10595,3709.0,691.0
23740,10595,5445.0,5857.0
23741,10595,4319.0,4269.0
23742,10595,4319.0,5045.0
23743,10595,4319.0,6235.0
23744,10595,4747.0,5493.0
23745,10595,4747.0,4171.0
23746,10595,5445.0,5493.0
23747,10595,5445.0,nan
