10545,1,812,1,1,0,0,0,54,10,1
10545,1,788,2,1,0,0,0,54,10,1
10545,1,752,1,0,0,0,0,12,10,1
10545,1,743,2,0,0,0,0,12,10,1
10545,1,689,2,0,0,0,0,31,4,1
10545,1,553,1,0,0,0,0,54,10,1
10545,1,385,2,1,0,0,0,32,8,1
10545,1,284,1,1,0,0,0,34,10,1
10545,1,154,1,0,0,0,0,26,10,1
10545,1,138,2,0,0,0,0,26,10,1
10545,2,749,2,1,3,7,-4,34,6,1
10545,2,496,1,0,7,3,4,50,10,1
10545,2,282,2,0,7,3,4,55,12,1
10545,2,234,1,1,3,7,-4,21,10,1
10545,2,216,2,1,3,7,-4,21,10,1
10545,2,166,1,0,7,3,4,55,10,1
10545,2,16,1,0,14,3,11,54,10,1
10545,3,740,1,1,3,14,-11,9,9,1
10545,3,663,2,1,3,14,-11,5,5,1
10545,3,534,1,1,3,17,-14,54,10,1
10545,3,115,1,1,6,17,-11,30,10,1
10545,4,679,3,0,24,6,18,6,6,1
10545,4,100,1,1,6,24,-18,32,10,1
10545,4,62,1,1,6,24,-18,44,10,1
10545,4,51,1,1,6,24,-18,55,10,1
10545,4,48,2,1,6,24,-18,55,10,1
10545,4,25,3,1,6,24,-18,55,10,1
10545,4,11,1,1,6,24,-18,49,10,1
10545,4,7,2,1,6,24,-18,49,10,1
10547,1,716,1,0,0,7,-7,51,15,1
10547,1,628,1,1,7,0,7,50,20,1
10547,1,608,2,1,7,0,7,40,20,1
10547,1,430,2,1,7,0,7,26,8,1
10547,1,244,2,1,7,3,4,44,4,1
10547,1,71,1,1,7,3,4,24,10,1
10547,1,49,2,1,7,3,4,24,10,1
10547,1,10,1,1,7,6,1,27,10,1
10547,2,900,2,1,7,6,1,27,10,1
10547,2,823,1,1,7,6,1,47,10,1
10547,2,803,2,1,7,6,1,47,10,1
10547,2,738,1,1,7,13,-6,30,10,1
10547,2,483,2,1,7,16,-9,34,9,1
10547,2,399,2,0,16,7,9,46,7,1
10547,2,268,1,0,16,7,9,43,10,1
10547,2,256,2,0,16,7,9,43,10,1
10547,2,153,1,0,16,7,9,43,10,1
10547,2,131,2,0,16,7,9,43,10,1
10547,2,99,1,0,16,7,9,30,10,1
10547,2,62,2,0,16,10,6,44,1,1
10547,2,44,1,1,10,16,-6,32,10,1
10547,2,28,1,1,10,16,-6,25,10,1
10547,3,573,1,1,12,23,-11,40,10,1
10547,3,470,1,1,12,23,-11,45,10,1
10547,3,441,2,1,12,23,-11,45,10,1
10547,3,413,1,1,12,23,-11,9,10,1
10547,3,402,2,1,12,23,-11,9,10,1
10547,3,318,1,1,12,23,-11,7,7,1
10547,3,303,2,1,12,23,-11,7,7,1
10547,3,101,2,0,26,12,14,55,8,1
10547,4,611,1,0,33,19,14,44,15,1
10547,4,520,1,1,19,33,-14,33,10,1
10547,4,465,1,1,19,33,-14,43,10,1
10547,4,376,1,1,19,33,-14,53,10,1
10547,4,249,1,0,33,26,7,35,10,1
10547,4,230,2,0,33,26,7,35,10,1
10547,4,172,1,1,26,33,-7,48,10,1
10547,4,157,2,1,26,33,-7,48,10,1
10547,4,139,1,0,33,26,7,29,10,1
10547,4,61,2,1,26,33,-7,43,15,1
10547,4,49,1,1,26,33,-7,17,10,1
10549,1,866,2,1,0,0,0,50,8,1
10549,1,714,1,1,0,0,0,50,10,1
10549,1,446,2,1,7,0,7,49,4,1
10549,1,252,2,1,7,0,7,28,13,1
10549,1,139,1,1,7,0,7,13,10,1
10549,1,115,2,1,7,0,7,13,10,1
10549,1,34,2,1,7,0,7,46,16,1
10549,2,176,1,1,14,7,7,47,10,1
10549,2,157,2,1,14,7,7,47,10,1
10549,2,64,2,0,7,14,-7,48,15,1
10549,3,731,1,0,9,14,-5,27,10,1
10549,4,850,1,0,16,21,-5,37,10,1
10549,4,824,2,0,16,21,-5,37,10,1
10549,4,712,1,1,22,16,6,49,10,1
10549,4,641,1,1,22,16,6,18,10,1
10549,4,43,1,1,29,19,10,2,2,1
10551,1,115,2,0,3,7,-4,43,8,1
10551,2,745,2,1,7,10,-3,45,6,1
10551,2,533,2,1,7,11,-4,33,12,1
10551,2,318,2,0,11,7,4,52,19,1
10551,2,281,1,1,7,11,-4,19,10,1
10551,2,100,2,1,14,11,3,30,1,1
10551,2,64,2,0,11,14,-3,45,2,1
10551,2,40,1,1,14,11,3,12,10,1
10551,3,870,2,0,11,14,-3,40,7,1
10551,3,160,1,1,14,14,0,46,10,1
10551,3,147,2,1,14,14,0,46,10,1
10551,3,57,1,0,14,21,-7,43,10,1
10551,4,813,1,1,21,14,7,22,10,1
10551,4,590,1,1,21,17,4,35,10,1
10551,4,581,2,1,21,17,4,35,10,1
10551,4,217,2,0,17,21,-4,30,7,1
10551,4,127,2,1,24,17,7,27,4,1
10551,4,116,1,1,24,17,7,15,10,1
10551,4,12,1,0,31,24,7,53,10,1
10553,1,773,2,1,0,0,0,55,5,1
10553,2,776,1,1,7,3,4,35,10,1
10553,2,454,2,0,10,7,3,47,8,1
10553,2,293,2,1,7,10,-3,44,2,1
10553,2,240,1,1,7,10,-3,18,10,1
10553,2,137,1,1,7,10,-3,25,10,1
10553,2,73,1,0,17,14,3,51,10,1
10553,2,40,2,1,14,18,-4,39,1,1
10553,3,508,2,0,18,21,-3,28,22,1
10553,3,395,1,0,18,21,-3,40,10,1
10553,3,383,2,0,18,21,-3,40,10,1
10553,3,266,1,0,18,24,-6,46,10,1
10553,3,245,2,0,18,24,-6,46,10,1
10553,3,192,1,1,24,18,6,18,10,1
10553,4,587,1,1,31,25,6,48,10,1
10553,4,561,2,1,31,25,6,48,10,1
10553,4,316,1,0,25,38,-13,42,10,1
10553,4,305,2,0,25,38,-13,42,10,1
10553,4,87,1,0,25,48,-23,39,10,1
10555,1,860,2,1,0,0,0,37,7,1
10555,1,812,1,0,0,0,0,42,10,1
10555,1,792,2,0,0,0,0,42,10,1
10555,1,752,1,1,0,0,0,48,10,1
10555,1,736,2,1,0,0,0,48,10,1
10555,1,387,2,0,0,0,0,31,4,1
10555,1,224,2,1,3,0,3,50,10,1
10555,1,187,1,1,3,0,3,14,10,1
10555,2,792,1,0,7,3,4,30,10,1
10555,2,637,2,0,7,10,-3,38,8,1
10555,2,474,1,0,7,10,-3,28,10,1
10555,2,406,1,0,7,10,-3,38,10,1
10555,2,331,1,1,10,7,3,45,10,1
10555,2,252,2,0,7,10,-3,38,0,1
10555,3,852,2,0,17,17,0,43,8,1
10555,3,811,1,1,17,17,0,21,10,1
10555,3,707,2,0,17,17,0,40,8,1
10555,3,557,2,1,17,17,0,46,8,1
10555,3,345,1,1,17,17,0,18,15,1
10555,3,216,2,1,17,20,-3,29,16,1
10555,3,120,2,1,17,20,-3,12,5,1
10555,4,599,1,0,26,20,6,35,10,1
10555,4,366,1,0,26,20,6,24,10,1
10555,4,289,1,0,26,20,6,39,10,1
10555,4,102,2,1,27,26,1,39,4,1
10555,4,61,2,1,27,29,-2,40,12,1
10555,4,43,3,1,27,29,-2,40,12,1
10557,1,620,2,0,0,7,-7,14,7,1
10557,1,573,1,0,0,7,-7,34,10,1
10557,1,129,2,0,0,17,-17,29,7,1
10557,2,779,1,0,0,17,-17,40,10,1
10557,2,707,1,1,17,0,17,55,10,1
10557,2,666,2,1,17,0,17,45,20,1
10557,2,622,1,0,0,17,-17,24,10,1
10557,2,603,2,0,0,17,-17,24,10,1
10557,2,396,1,1,17,0,17,13,10,1
10557,2,276,1,1,17,7,10,21,10,1
10557,2,104,1,1,17,7,10,42,10,1
10557,2,71,1,0,7,17,-10,30,10,1
10557,2,30,1,0,7,17,-10,53,10,1
10557,2,18,2,0,7,17,-10,53,10,1
10557,3,857,2,0,7,17,-10,7,2,1
10557,3,823,1,0,7,20,-13,35,10,1
10557,3,239,2,0,7,30,-23,20,19,1
10557,3,72,1,1,30,7,23,53,10,1
10557,4,863,1,0,7,30,-23,35,10,1
10557,4,488,0,0,13,37,-24,5,0,1
10557,4,228,1,1,37,20,17,33,10,1
10557,4,176,1,1,37,27,10,53,10,1
10557,4,131,1,1,37,34,3,27,10,1
10557,4,100,2,1,37,34,3,40,8,1
10557,4,59,2,0,34,37,-3,7,20,1
