2,620,2,1,7,10,-3,30,2,0
4,158,3,1,10,7,3,22,19,0
2,89,2,0,3,13,-10,1,1,0
2,122,1,0,10,14,-4,1,1,0
1,117,1,0,1,0,1,12,10,0
2,93,2,1,8,13,-5,13,3,0
2,39,1,0,10,0,10,23,10,0
1,607,1,1,0,0,0,2,2,0
3,556,3,1,0,10,-10,39,6,0
2,413,1,0,0,3,-3,1,1,0
4,174,1,0,3,34,-31,1,1,0
1,0,2,0,3,1,2,23,8,0
4,402,1,0,27,23,4,2,2,0
2,30,0,0,12,6,6,3,0,0
3,718,1,0,20,7,13,54,10,0
3,578,1,0,20,7,13,52,10,0
3,545,2,0,20,7,13,51,11,0
3,462,1,1,7,20,-13,17,10,0
3,50,1,0,23,7,16,41,10,0
4,153,1,0,26,13,13,11,10,0
4,147,2,0,26,13,13,20,1,0
1,262,1,1,6,3,3,41,10,0
2,127,2,1,19,10,9,39,9,0
3,853,1,0,13,19,-6,53,10,0
3,89,1,1,27,16,11,49,10,0
4,709,1,1,27,23,4,55,10,0
4,229,2,0,30,30,0,45,8,0
1,615,1,0,0,7,-7,51,10,0
1,32,1,0,3,7,-4,48,10,0
1,1,1,1,7,3,4,47,10,0
2,900,1,1,7,3,4,35,10,0
3,814,2,1,10,14,-4,47,2,0
3,687,1,1,10,15,-5,35,10,0
3,610,2,1,10,15,-5,55,2,0
3,202,1,1,10,15,-5,29,10,0
3,677,0,0,16,13,3,5,0,47
1,351,0,1,13,0,13,15,0,47
3,462,0,1,17,15,2,5,0,47
2,259,0,0,16,10,6,5,0,47
4,91,0,1,38,27,11,27,0,35
2,1,0,0,17,6,11,35,0,35
5,0,3,0,32,35,-3,30,5,35
2,172,3,0,7,3,4,44,7,35
1,488,3,1,6,0,6,29,3,35
4,285,0,1,38,25,13,42,0,18
2,241,0,1,3,0,3,38,0,18
2,866,0,0,2,0,2,36,0,18
2,25,0,1,0,2,-2,39,0,18
1,357,0,0,3,3,0,33,0,18
4,553,0,1,21,24,-3,46,0,18
2,683,0,0,3,2,1,51,0,18
2,398,0,1,7,7,0,50,0,18
2,649,0,1,9,16,-7,35,0,18
4,782,3,0,16,21,-5,37,10,66
2,573,3,1,7,10,-3,35,7,66
1,741,3,0,0,0,0,23,3,66
3,749,3,0,10,9,1,34,2,66
2,573,3,0,7,0,7,29,11,66
2,108,3,0,10,8,2,17,8,66
1,690,3,1,7,0,7,35,0,66
1,0,3,1,10,1,9,39,3,66
4,377,3,1,30,29,1,22,8,66
4,153,3,0,0,51,-51,21,1,66
4,438,3,0,13,24,-11,33,11,66
3,145,3,1,24,3,21,35,10,66
4,53,3,1,23,30,-7,25,2,66
1,513,3,0,7,7,0,40,8,66
2,146,3,1,20,3,17,11,6,66
2,461,3,0,15,0,15,17,10,66
2,84,3,0,3,13,-10,25,2,66
1,362,3,0,0,3,-3,39,9,66
4,273,3,0,32,25,7,27,7,66
1,112,3,0,0,7,-7,37,10,66
4,737,3,0,13,17,-4,20,4,66
1,254,3,0,0,0,0,17,9,66
4,489,3,0,13,24,-11,36,6,66
1,253,3,1,1,0,1,36,10,66
4,231,3,1,22,19,3,18,16,66
4,0,1,0,30,28,2,43,10,66
1,263,3,1,3,0,3,34,5,66
4,99,3,0,20,26,-6,37,8,66
2,0,1,1,3,15,-12,19,10,66
2,866,3,1,7,3,4,37,6,66
4,634,3,1,33,16,17,21,10,66
4,157,3,0,31,26,5,26,10,66
4,792,3,1,14,21,-7,15,2,66
1,473,3,1,0,0,0,28,9,66
3,251,3,0,8,23,-15,21,10,66
2,149,3,0,7,27,-20,36,10,66
4,138,3,1,27,23,4,34,10,66
2,155,3,1,11,14,-3,32,10,66
4,545,3,0,15,19,-4,33,6,66
1,488,3,1,0,0,0,33,9,66
3,342,3,0,4,10,-6,30,10,66
2,453,3,1,4,14,-10,33,4,66
3,362,3,1,20,21,-1,35,7,66
4,574,3,0,3,20,-17,24,6,66
4,586,3,0,24,13,11,30,9,66
4,416,3,0,24,21,3,31,8,66
2,301,3,1,17,0,17,28,10,66
2,0,3,0,7,1,6,16,6,66
3,82,3,1,11,7,4,29,12,66
4,30,3,1,17,22,-5,25,8,66
1,671,3,0,0,0,0,33,5,66
2,798,3,1,7,7,0,24,10,66
2,327,3,0,3,5,-2,29,15,66
3,296,3,0,6,15,-9,38,10,66
2,657,3,0,11,0,11,34,14,66
2,85,3,0,18,8,10,28,10,66
2,633,3,0,0,12,-12,39,5,66
4,274,3,0,24,29,-5,14,5,66
2,787,3,0,0,10,-10,34,4,66
2,405,3,1,3,3,0,28,15,66
1,621,3,0,0,0,0,30,10,66
4,21,3,0,24,25,-1,25,5,66
1,480,3,0,0,3,-3,23,3,66
1,371,3,0,0,0,0,21,18,66
1,688,3,1,0,0,0,30,4,66
3,10,3,0,7,23,-16,34,5,66
2,638,3,0,1,14,-13,28,7,66
2,884,3,0,0,6,-6,35,10,66
3,396,3,0,7,17,-10,31,4,66
2,0,2,1,6,12,-6,28,1,66
1,136,3,0,1,2,-1,39,4,66
4,247,3,0,11,25,-14,16,12,66
3,381,3,0,15,22,-7,28,5,66
3,297,3,1,20,10,10,34,14,66
2,194,3,0,9,3,6,29,10,66
2,725,3,0,16,8,8,19,5,66
2,311,2,1,6,10,-4,32,10,66
2,0,1,1,10,13,-3,21,10,66
3,687,3,1,10,14,-4,29,3,66
4,798,2,0,24,6,18,31,3,14
3,852,1,0,23,10,13,54,10,14
4,617,2,1,22,16,6,18,10,14
4,162,2,0,19,29,-10,25,0,14
1,900,0,1,0,0,0,35,0,14
1,175,1,1,0,3,-3,50,10,14
2,127,1,1,14,11,3,30,10,14
3,125,3,1,14,14,0,46,10,14
3,8,0,0,14,21,-7,52,0,14
2,494,1,0,7,10,-3,43,10,14
3,498,2,1,17,17,0,9,4,14
3,377,3,1,17,17,0,40,3,14
4,37,1,1,27,29,-2,40,10,14
2,62,1,0,7,17,-10,45,10,14
4,419,2,1,37,13,24,51,6,14
4,170,0,0,27,37,-10,53,0,14
1,172,1,0,0,8,-8,39,10,14
3,27,2,0,17,8,9,23,10,14
1,745,3,0,0,0,0,43,17,14
2,180,2,0,10,8,2,34,1,14
3,719,1,0,10,9,1,43,10,14
3,737,1,0,8,24,-16,34,10,14
3,219,1,1,34,8,26,38,10,14
1,816,1,0,0,0,0,50,10,14
3,469,3,0,8,16,-8,45,10,14
1,298,1,0,0,7,-7,55,10,14
4,900,1,0,0,44,-44,48,10,14
4,840,2,0,0,44,-44,55,1,14
2,740,3,0,6,7,-1,53,10,14
2,219,3,1,7,9,-2,48,2,14
3,95,1,0,13,17,-4,37,10,14
1,900,0,0,0,0,0,35,0,14
2,107,3,1,7,14,-7,20,25,14
4,408,2,0,21,23,-2,37,0,14
4,329,0,1,23,21,2,29,0,14
1,581,1,0,0,7,-7,40,10,14
1,742,2,0,0,0,0,38,10,14
2,591,1,1,11,17,-6,30,10,14
1,553,3,1,0,8,-8,48,6,14
1,496,0,1,0,8,-8,37,0,14
2,327,1,0,11,10,1,14,20,14
2,190,1,0,11,13,-2,35,10,14
1,113,1,0,0,5,-5,53,10,14
2,56,2,0,0,15,-15,32,1,14
2,33,3,0,0,15,-15,36,1,14
2,662,2,1,16,0,16,21,10,14
1,253,2,0,0,7,-7,30,20,14
3,868,1,0,11,20,-9,42,10,14
3,1,2,1,27,14,13,46,0,14
4,800,1,1,27,17,10,35,10,14
4,692,2,1,27,17,10,18,3,14
5,0,2,0,35,27,8,35,10,14
1,125,0,0,7,0,7,10,0,14
3,656,0,1,1,29,-28,35,0,14
4,752,3,1,6,39,-33,40,5,14
1,752,2,0,0,0,0,42,18,14
1,238,3,1,3,0,3,19,7,14
3,250,0,0,8,3,5,45,0,14
4,72,2,1,11,16,-5,30,10,14
4,855,3,1,17,6,11,36,7,14
2,776,0,1,7,16,-9,46,0,14
2,41,0,1,13,16,-3,45,0,14
3,715,3,0,16,13,3,10,11,14
3,652,0,0,16,13,3,41,0,14
4,56,2,1,20,30,-10,48,10,14
2,315,2,1,10,7,3,46,10,14
2,103,1,0,10,10,0,23,10,14
4,745,2,1,15,19,-4,55,10,14
2,779,2,0,8,11,-3,37,10,14
3,571,2,1,7,13,-6,1,1,14
4,340,2,1,7,19,-12,46,10,14
4,228,3,0,19,7,12,53,19,14
1,860,1,1,0,0,0,36,10,14
1,102,2,0,15,7,8,15,17,14
2,743,0,0,15,7,8,42,0,14
2,109,1,1,7,26,-19,35,10,14
4,707,2,1,14,47,-33,9,6,14
4,136,1,1,17,50,-33,30,10,14
2,815,0,0,6,9,-3,5,0,14
1,153,0,1,3,0,3,24,0,14
2,774,2,1,3,0,3,48,10,14
2,166,3,0,0,3,-3,35,12,14
2,115,0,0,0,3,-3,38,0,14
