2005-06-07 19:00:00,Calgary,1515.810921312678
2005-06-07 19:00:00,Saskatchewan,1484.189078687322
2005-06-09 17:00:00,Montreal,1472.4715870900352
2005-06-09 17:00:00,Ottawa,1527.5284129099648
2005-06-10 19:00:00,Edmonton,1491.9725843823976
2005-06-10 19:00:00,Winnipeg,1508.0274156176024
2005-06-11 17:00:00,Toronto,1491.9725843823976
2005-06-11 17:00:00,Hamilton,1508.0274156176024
2005-06-12 15:00:00,Saskatchewan,1452.4364959029022
2005-06-12 15:00:00,BC,1531.75258278442
2005-06-16 17:00:00,Ottawa,1484.6909467551177
2005-06-16 17:00:00,Montreal,1515.3090532448823
2005-06-16 18:30:00,Winnipeg,1486.721858434978
2005-06-16 18:30:00,Edmonton,1513.278141565022
2005-06-16 20:00:00,BC,1564.9873828030238
2005-06-16 20:00:00,Calgary,1482.576121294074
2005-06-17 17:00:00,Hamilton,1499.895555486372
2005-06-17 17:00:00,Toronto,1500.104444513628
2005-06-22 19:30:00,Montreal,1540.9368326750387
2005-06-22 19:30:00,Hamilton,1474.2677760562156
2005-06-24 21:00:00,Edmonton,1560.1362585997801
2005-06-24 21:00:00,Ottawa,1437.8328297203595
2005-06-25 19:00:00,Toronto,1480.110353338072
2005-06-25 19:00:00,BC,1584.98147397858
2005-06-25 22:00:00,Saskatchewan,1504.5144742069886
2005-06-25 22:00:00,Winnipeg,1434.6438801308916
2005-06-30 20:30:00,Winnipeg,1398.7294719208253
2005-06-30 20:30:00,Edmonton,1596.0506668098465
2005-07-01 18:00:00,Ottawa,1453.0658395262165
2005-07-01 18:00:00,Montreal,1525.7038228691817
2005-07-01 19:00:00,Calgary,1463.2060912452355
2005-07-01 19:00:00,Toronto,1499.4803833869105
2005-07-02 19:00:00,Hamilton,1462.4735051954283
2005-07-02 19:00:00,Saskatchewan,1516.3087450677758
2005-07-07 20:30:00,Winnipeg,1380.3458999299694
2005-07-07 20:30:00,Calgary,1481.5896632360914
2005-07-08 19:00:00,Montreal,1540.5138353542504
2005-07-08 19:00:00,Edmonton,1581.2406543247778
2005-07-08 22:00:00,BC,1605.513006915408
2005-07-08 22:00:00,Ottawa,1432.5343065893885
2005-07-09 19:00:00,Toronto,1509.7230543948192
2005-07-09 19:00:00,Saskatchewan,1506.066074059867
2005-07-15 21:00:00,Edmonton,1591.647733322673
2005-07-15 21:00:00,Winnipeg,1369.9388209320741
2005-07-15 22:00:00,BC,1626.5956775888926
2005-07-15 22:00:00,Toronto,1488.6403837213345
2005-07-16 19:00:00,Ottawa,1467.5678263998893
2005-07-16 19:00:00,Calgary,1446.5561434255906
2005-07-17 18:00:00,Saskatchewan,1544.2542918644358
2005-07-17 18:00:00,Hamilton,1424.2852873908596
2005-07-21 19:30:00,Ottawa,1446.9192118457208
2005-07-21 19:30:00,Edmonton,1612.2963478768415
2005-07-22 20:30:00,Winnipeg,1390.3124446731526
2005-07-22 20:30:00,Montreal,1520.140211613172
2005-07-23 19:00:00,Hamilton,1407.646436822317
2005-07-23 19:00:00,BC,1643.2345281574353
2005-07-23 22:00:00,Calgary,1500.0299248931422
2005-07-23 22:00:00,Saskatchewan,1490.7805103968842
2005-07-28 19:00:00,Montreal,1490.2976450880233
2005-07-28 19:00:00,Toronto,1518.4829502464831
2005-07-29 21:00:00,Saskatchewan,1472.5472852408845
2005-07-29 21:00:00,Ottawa,1465.1524370017205
2005-07-29 22:00:00,BC,1670.7178892350933
2005-07-29 22:00:00,Calgary,1472.5465638154842
2005-07-30 19:00:00,Edmonton,1628.9084380973188
2005-07-30 19:00:00,Hamilton,1391.0343466018396
2005-08-01 16:00:00,Toronto,1537.5588840638336
2005-08-01 16:00:00,Winnipeg,1371.2365108558022
2005-08-04 19:30:00,Montreal,1542.8842337242158
2005-08-04 19:30:00,Saskatchewan,1419.960696604692
2005-08-05 22:00:00,BC,1689.4240347431353
2005-08-05 22:00:00,Edmonton,1610.2022925892768
2005-08-06 19:00:00,Hamilton,1357.8552222593044
2005-08-06 19:00:00,Ottawa,1498.3315613442558
2005-08-06 19:00:00,Calgary,1495.056732394514
2005-08-06 19:00:00,Winnipeg,1348.7263422767724
2005-08-11 19:30:00,Ottawa,1514.8870272134905
