sked_id,home_initial
4061,mtl
4063,bc
4065,tor
4067,edm
4069,mtl
4071,wpg
4073,ham
4075,ssk
4077,cgy
4079,orr
4081,tor
4083,wpg
4085,ham
4087,bc
4089,mtl
4091,edm
4093,bc
4095,ham
4097,tor
4099,edm
4101,edm
4103,ham
4105,mtl
4107,bc
4109,wpg
4111,tor
4113,orr
4115,ssk
4117,wpg
4119,ham
4121,edm
4123,mtl
4125,cgy
4127,bc
4129,orr
4131,edm
4133,tor
4135,ssk
4137,cgy
4139,ham
4141,mtl
4143,edm
4145,ham
4147,ssk
4149,mtl
4151,wpg
4153,tor
4155,bc
4157,orr
4159,ssk
4161,wpg
4163,cgy
4165,edm
4167,ham
4169,bc
4171,orr
4173,tor
4175,edm
4177,mtl
4179,cgy
4181,wpg
4183,tor
4185,ssk
4187,cgy
4189,orr
4191,mtl
4193,bc
4195,ham
4197,tor
4199,edm
4201,bc
4203,wpg
4205,orr
4207,ssk
4209,cgy
4211,ham
4213,bc
4215,orr
4217,mtl
4219,edm
4221,wpg
4223,cgy
4225,tor
4227,edm
4229,mtl
4231,edm
4233,ham
4235,wpg
4237,tor
4239,bc
4241,orr
4243,cgy
4245,ssk
4247,ham
4249,orr
4251,wpg
4253,bc
4255,edm
4257,cgy
4259,ham
4261,wpg
4263,mtl
4265,tor
4267,ssk
4269,cgy
4271,orr
4273,tor
4275,edm
4277,bc
4279,ham
4281,mtl
4283,ssk
4285,mtl
4287,wpg
4289,ham
4291,bc
4293,bc
4295,ssk
4297,cgy
4299,tor
4301,orr
4303,edm
4305,wpg
4307,mtl
4309,ham
4311,bc
4313,ssk
4315,edm
4317,ham
4319,tor
4321,bc
4323,wpg
4325,cgy
4327,mtl
4329,orr
4331,cgy
4333,mtl
4335,edm
4337,ssk
4339,bc
4341,orr
4343,ham
4345,wpg
4347,edm
4349,orr
4351,tor
4353,ssk
4355,cgy
4357,mtl
4359,tor
4361,wpg
4363,cgy
4365,ham
4367,bc
4369,orr
4371,edm
4373,mtl
4375,tor
4377,ssk
4379,wpg
4381,bc
4383,ham
4385,ssk
4387,orr
4389,mtl
4391,ham
4393,cgy
4395,edm
4397,bc
4399,tor
4401,wpg
4403,orr
4405,ssk
4407,wpg
4409,ham
4411,cgy
4413,edm
4415,ssk
4417,bc
4419,cgy
4421,mtl
4423,wpg
4425,tor
4427,orr
4429,mtl
4431,bc
4433,ham
4435,edm
4437,cgy
4439,tor
4441,ssk
4443,mtl
4445,bc
4447,ham
4449,wpg
4451,orr
4453,edm
4455,tor
4457,ssk
4459,ham
4461,cgy
4463,mtl
4465,wpg
4467,tor
4469,bc
4471,orr
4473,edm
4475,mtl
4477,edm
4479,tor
4481,bc
4483,wpg
4485,wpg
4487,edm
4489,cgy
4491,ham
4493,orr
4495,wpg
4497,ssk
4499,ham
4501,edm
4503,bc
4505,tor
4507,ssk
4509,mtl
4511,orr
4513,cgy
4515,bc
4517,mtl
4519,cgy
4521,wpg
4523,ham
4525,tor
4527,edm
4529,mtl
4531,ssk
4533,orr
4535,wpg
4537,tor
4539,bc
4541,orr
4543,ssk
4545,ham
4547,cgy
4549,edm
4551,tor
4553,mtl
4555,bc
4557,edm
4559,ham
4561,wpg
4563,ssk
4565,orr
4567,mtl
4569,bc
4571,cgy
4573,tor
4575,edm
4577,bc
4579,wpg
4581,orr
4583,ssk
4585,ham
4587,cgy
4589,orr
4591,wpg
4593,bc
4595,edm
4597,cgy
4599,mtl
4601,ham
4603,ssk
4605,cgy
4607,orr
4609,bc
4611,ham
4613,ssk
4615,mtl
4617,edm
4619,cgy
4621,tor
4623,ssk
4625,wpg
4627,orr
4629,ham
4631,edm
4633,orr
4635,cgy
4637,mtl
4639,bc
4641,tor
4643,wpg
4645,orr
4647,edm
4649,ham
4651,ssk
4653,tor
4655,bc
4657,mtl
4659,cgy
4661,orr
4663,wpg
4665,tor
4667,bc
4669,tor
4671,wpg
4673,tor
4675,bc
4677,ham
4679,cgy
4681,mtl
4683,wpg
4685,orr
4687,ssk
4689,mtl
4691,bc
4693,tor
4695,edm
4697,ssk
4699,orr
4701,cgy
4703,ham
4705,edm
4707,tor
4709,wpg
4711,bc
4713,orr
4715,mtl
4717,ham
4719,edm
4721,ssk
4723,tor
4725,wpg
4727,cgy
4729,bc
4731,orr
4733,ssk
4735,ham
4737,edm
4739,mtl
4741,cgy
4743,tor
4745,wpg
4747,orr
4749,ham
4751,bc
4753,edm
4755,tor
4757,cgy
4759,ssk
4761,mtl
4763,mtl
4765,wpg
4767,bc
4769,edm
4771,orr
4773,ssk
4775,ham
4777,cgy
4779,tor
4781,wpg
4783,mtl
4785,edm
4787,cgy
4789,orr
4791,bc
4793,ham
4795,ssk
4797,wpg
4799,tor
4801,edm
4803,mtl
4805,bc
4807,orr
4809,ssk
4811,cgy
4813,edm
4815,ham
4817,wpg
4819,mtl
4821,bc
4823,tor
4825,cgy
4827,orr
4829,wpg
4831,ham
4833,ssk
4835,tor
4837,edm
4839,mtl
4841,cgy
4843,orr
4845,bc
4847,ham
4849,ssk
4851,ham
4853,wpg
4855,tor
4857,edm
4859,edm
4861,wpg
4863,tor
4865,cgy
4867,mtl
4869,ssk
4871,wpg
4873,orr
4875,ham
4877,bc
4879,edm
4881,tor
4883,bc
4885,mtl
4887,ssk
4889,orr
4891,cgy
4893,edm
4895,ham
4897,tor
4899,orr
4901,bc
4903,wpg
4905,mtl
4907,ham
4909,edm
4911,ssk
4913,orr
4915,cgy
4917,wpg
4919,ssk
4921,ham
4923,bc
4925,mtl
4927,tor
4929,cgy
4931,edm
4933,tor
4935,ssk
4937,wpg
4939,bc
4941,tor
4943,edm
4945,cgy
4947,ham
4949,mtl
4951,orr
4953,ssk
4955,bc
4957,mtl
4959,tor
4961,cgy
4963,orr
4965,wpg
4967,ham
4969,edm
4971,orr
4973,bc
4975,tor
4977,edm
4979,ham
4981,cgy
4983,wpg
4985,ssk
4987,mtl
4989,bc
4991,tor
4993,cgy
4995,orr
4997,wpg
4999,ham
5001,edm
5003,orr
5005,bc
5007,tor
5009,ssk
5011,mtl
5013,cgy
5015,tor
5017,wpg
5019,orr
5021,edm
5023,ham
5025,ssk
5027,mtl
5029,edm
5031,bc
5033,wpg
5035,mtl
5037,ham
5039,ssk
5041,cgy
5043,tor
5045,orr
5047,wpg
5049,edm
5051,ham
5053,bc
5055,orr
5057,ssk
5059,cgy
5061,mtl
5063,tor
5065,edm
5067,mtl
5069,ham
5071,wpg
5073,ssk
5075,bc
5077,orr
5079,wpg
5081,cgy
5083,ssk
5085,mtl
5087,ham
5089,edm
5091,bc
5093,tor
5095,ssk
5097,cgy
5099,orr
5101,tor
5103,wpg
5105,edm
5107,mtl
5109,ham
5111,cgy
5113,bc
5115,mtl
5117,wpg
5119,edm
5121,ham
5123,edm
5125,wpg
5127,mtl
5129,edm
5131,ham
5133,cgy
5135,orr
5137,tor
5139,bc
5141,ssk
5143,edm
5145,ham
5147,bc
5149,tor
5151,ssk
5153,mtl
5155,cgy
5157,orr
5159,wpg
5161,tor
5163,wpg
5165,orr
5167,ssk
5169,edm
5171,bc
5173,ham
5175,cgy
5177,tor
5179,wpg
5181,mtl
5183,ssk
5185,orr
5187,edm
5189,bc
5191,ham
5193,orr
5195,mtl
5197,bc
5199,tor
5201,cgy
5203,wpg
5205,tor
5207,cgy
5209,mtl
5211,ham
5213,edm
5215,ssk
5217,wpg
5219,edm
5221,bc
5223,orr
5225,ham
5227,ssk
5229,cgy
5231,tor
5233,orr
5235,mtl
5237,wpg
5239,edm
5241,wpg
5243,ham
5245,ssk
5247,edm
5249,bc
5251,ham
5253,mtl
5255,cgy
5257,tor
5259,bc
5261,orr
5263,edm
5265,ssk
5267,ham
5269,wpg
5271,edm
5273,tor
5275,orr
5277,ssk
5279,cgy
5281,mtl
5283,bc
5285,ham
5287,wpg
5289,mtl
5291,tor
5293,ssk
5295,edm
5297,orr
5299,bc
5301,mtl
5303,cgy
5305,bc
5307,orr
5309,mtl
5311,edm
5313,edm
5315,bc
5317,cgy
5319,ham
5321,wpg
5323,edm
5325,ssk
5327,mtl
5329,orr
5331,tor
5333,ham
5335,orr
5337,cgy
5339,tor
5341,bc
5343,mtl
5345,wpg
5347,edm
5349,ssk
5351,orr
5353,bc
5355,tor
5357,edm
5359,mtl
5361,wpg
5363,ham
5365,cgy
5367,mtl
5369,bc
5371,tor
5373,ssk
5375,bc
5377,edm
5379,tor
5381,wpg
5383,orr
5385,ssk
5387,cgy
5389,ham
5391,orr
5393,bc
5395,tor
5397,tor
5399,wpg
5401,mtl
5403,cgy
5405,ham
5407,edm
5409,ssk
5411,wpg
5413,orr
5415,edm
5417,ham
5419,ssk
5421,cgy
5423,mtl
5425,orr
5427,bc
5429,tor
5431,edm
5433,wpg
5435,mtl
5437,ssk
5439,cgy
5441,ham
5443,orr
5445,wpg
5447,edm
5449,tor
5451,bc
5453,mtl
5455,ssk
5457,cgy
5459,ssk
5461,ham
5463,edm
5465,tor
5467,orr
5469,wpg
5471,cgy
5473,mtl
5475,bc
5477,ham
5479,ssk
5481,orr
5483,tor
5485,wpg
5487,edm
5489,mtl
5491,bc
5493,ham
5495,cgy
5497,mtl
5499,cgy
5501,edm
5503,orr
5505,edm
5507,orr
5509,ham
5511,wpg
5513,bc
5515,edm
5517,ham
5519,ssk
5521,cgy
5523,mtl
5525,orr
5527,bc
5529,tor
5531,cgy
5533,edm
5535,mtl
5537,wpg
5539,ssk
5541,tor
5543,ham
5545,bc
5547,wpg
5549,orr
5551,edm
5553,cgy
5555,tor
5557,ssk
5559,mtl
5561,bc
5563,tor
5565,wpg
5567,ham
5569,edm
5571,orr
5573,cgy
5575,ssk
5577,bc
5579,tor
5581,mtl
5583,orr
5585,edm
5587,tor
5589,wpg
5591,mtl
5593,cgy
5595,bc
5597,ham
5599,ssk
5601,wpg
5603,edm
5605,orr
5607,ham
5609,ssk
5611,cgy
5613,mtl
5615,tor
5617,bc
5619,orr
5621,wpg
5623,cgy
5625,edm
5627,tor
5629,ssk
5631,wpg
5633,bc
5635,ham
5637,cgy
5639,orr
5641,mtl
5643,wpg
5645,ssk
5647,cgy
5649,mtl
5651,ham
5653,edm
5655,orr
5657,bc
5659,wpg
5661,tor
5663,ssk
5665,mtl
5667,ham
5669,wpg
5671,edm
5673,mtl
5675,orr
5677,ssk
5679,cgy
5681,tor
5683,bc
5685,ham
5687,edm
5689,bc
5691,orr
5693,mtl
5695,edm
5697,mtl
5699,ssk
5701,orr
5703,cgy
5705,bc
5707,ham
5709,edm
5711,tor
5713,orr
5715,wpg
5717,mtl
5719,cgy
5721,bc
5723,ham
5725,edm
5727,ssk
5729,tor
5731,mtl
5733,wpg
5735,edm
5737,ham
5739,wpg
5741,bc
5743,ssk
5745,orr
5747,tor
5749,cgy
5751,bc
5753,orr
5755,wpg
5757,tor
5759,edm
5761,ham
5763,wpg
5765,tor
5767,cgy
5769,mtl
5771,ssk
5773,orr
5775,bc
5777,tor
5779,cgy
5781,edm
5783,mtl
5785,bc
5787,ham
5789,ssk
5791,mtl
5793,edm
5795,orr
5797,wpg
5799,mtl
5801,ham
5803,ssk
5805,cgy
5807,orr
5809,tor
5811,edm
5813,bc
5815,cgy
5817,orr
5819,wpg
5821,ssk
5823,ham
5825,edm
5827,mtl
5829,ssk
5831,tor
5833,wpg
5835,bc
5837,mtl
5839,cgy
5841,ssk
5843,ham
5845,edm
5847,orr
5849,tor
5851,wpg
5853,bc
5855,mtl
5857,ham
5859,ssk
5861,cgy
5863,tor
5865,wpg
5867,orr
5869,edm
5871,mtl
5873,bc
5875,ham
5877,cgy
5879,ham
5881,edm
5883,ssk
5885,orr
5887,orr
5889,wpg
5891,edm
5893,cgy
5895,ham
5897,bc
5899,ssk
5901,tor
5903,mtl
5905,edm
5907,orr
5909,wpg
5911,tor
5913,ham
5915,ssk
5917,mtl
5919,orr
5921,cgy
5923,bc
5925,ham
5927,ssk
5929,tor
5931,wpg
5933,mtl
5935,edm
5937,ham
5939,cgy
5941,tor
5943,mtl
5945,bc
5947,orr
5949,wpg
5951,ssk
5953,orr
5955,cgy
5957,tor
5959,bc
5961,wpg
5963,ham
5965,edm
5967,cgy
5969,ssk
5971,wpg
5973,mtl
5975,edm
5977,ham
5979,ssk
5981,cgy
5983,mtl
5985,bc
5987,edm
5989,tor
5991,orr
5993,wpg
5995,ssk
5997,mtl
5999,bc
6001,ham
6003,cgy
6005,orr
6007,bc
6009,tor
6011,ssk
6013,edm
6015,wpg
6017,orr
6019,ssk
6021,cgy
6023,ham
6025,tor
6027,bc
6029,mtl
6031,edm
6033,orr
6035,ham
6037,wpg
6039,tor
6041,edm
6043,orr
6045,cgy
6047,mtl
6049,wpg
6051,ssk
6053,tor
6055,bc
6057,mtl
6059,edm
6061,ham
6063,bc
6065,orr
6067,cgy
6069,ssk
6071,mtl
6073,orr
6075,edm
6077,edm
6079,mtl
6081,bc
6083,tor
6085,cgy
6087,wpg
6089,edm
6091,ham
6093,ssk
6095,orr
6097,tor
6099,mtl
6101,edm
6103,wpg
6105,bc
6107,ham
6109,orr
6111,cgy
6113,ssk
6115,mtl
6117,tor
6119,bc
6121,edm
6123,ham
6125,mtl
6127,wpg
6129,cgy
6131,edm
6133,orr
6135,tor
6137,bc
6139,ssk
6141,orr
6143,tor
6145,cgy
6147,ssk
6149,edm
6151,ham
6153,wpg
6155,cgy
6157,bc
6159,ssk
6161,mtl
6163,edm
6165,wpg
6167,ssk
6169,cgy
6171,ham
6173,tor
6175,orr
6177,bc
6179,mtl
6181,edm
6183,ham
6185,tor
6187,ssk
6189,orr
6191,mtl
6193,ham
6195,wpg
6197,tor
6199,bc
6201,orr
6203,cgy
6205,edm
6207,wpg
6209,orr
6211,ssk
6213,bc
6215,tor
6217,ham
6219,wpg
6221,cgy
6223,mtl
6225,orr
6227,mtl
6229,ssk
6231,ham
6233,edm
6235,bc
6237,orr
6239,wpg
6241,cgy
6243,edm
6245,tor
6247,ssk
6249,cgy
6251,mtl
6253,bc
6255,ham
6257,wpg
6259,orr
6261,ssk
6263,mtl
6265,edm
6267,mtl
6269,ssk
6271,orr
6273,ham
6275,cgy
6277,edm
6279,bc
6281,wpg
6283,orr
6285,mtl
6287,tor
6289,wpg
6291,edm
6293,mtl
6295,tor
6297,ssk
6299,ham
6301,cgy
6303,bc
6305,orr
6307,wpg
6309,bc
6311,ham
6313,cgy
6315,edm
6317,mtl
6319,tor
6321,ssk
6323,wpg
6325,orr
6327,bc
6329,tor
6331,cgy
6333,ssk
6335,ham
6337,wpg
6339,cgy
6341,mtl
6343,bc
6345,edm
6347,wpg
6349,mtl
6351,ham
6353,ssk
6355,cgy
6357,orr
6359,edm
6361,tor
6363,ssk
6365,bc
6367,wpg
6369,ham
6371,edm
6373,mtl
6375,bc
6377,tor
6379,orr
6381,mtl
6383,cgy
6385,ham
6387,ssk
6389,bc
6391,orr
6393,cgy
6395,edm
6397,wpg
6399,tor
6401,ssk
6403,mtl
6405,ham
6407,edm
6409,bc
6411,tor
6413,wpg
6415,cgy
6417,mtl
6419,edm
6421,orr
6423,ssk
6425,cgy
6427,orr
6429,wpg
6431,ssk
6433,tor
6435,bc
6437,ham
6439,edm
6441,tor
6443,ssk
6445,orr
6447,edm
6449,orr
6451,mtl
6453,tor
6455,ssk
6457,cgy
6459,ham
6461,edm
6463,orr
6465,tor
6467,bc
6469,wpg
6471,edm
6473,orr
6475,ham
6477,ssk
6479,cgy
6481,wpg
6483,bc
6485,mtl
6487,ham
6489,edm
6491,orr
6493,cgy
6495,tor
6497,bc
6499,wpg
6501,ssk
6503,mtl
6505,edm
6507,cgy
6509,tor
6511,ssk
6513,bc
6515,ham
6517,cgy
6519,wpg
6521,mtl
6523,edm
6525,ssk
6527,orr
6529,wpg
6531,mtl
6533,ham
6535,ssk
6537,cgy
6539,wpg
6541,orr
6543,tor
6545,edm
6547,bc
6549,orr
6551,wpg
6553,mtl
6555,ssk
6557,tor
6559,edm
6561,cgy
6563,ham
6565,ssk
6567,bc
6569,wpg
6571,tor
6573,orr
6575,cgy
6577,mtl
6579,bc
6581,ham
6583,tor
6585,ssk
6587,orr
6589,edm
6591,mtl
6593,bc
6595,cgy
6597,wpg
6599,ham
6601,bc
6603,mtl
6605,edm
6607,tor
6609,cgy
6611,ssk
6613,wpg
6615,orr
6617,bc
6619,ham
6621,edm
6623,orr
6625,edm
6627,orr
6629,wpg
6631,wpg
6633,ham
6635,ham
6637,orr
6639,bc
6641,ham
6643,cgy
6645,tor
6647,edm
6649,mtl
6651,bc
6653,wpg
6655,ssk
6657,tor
6659,edm
6661,mtl
6663,orr
6665,ssk
6667,wpg
6669,ham
6671,orr
6673,bc
6675,tor
6677,ham
6679,ssk
6681,wpg
6683,mtl
6685,cgy
6687,edm
6689,tor
6691,wpg
6693,orr
6695,edm
6697,mtl
6699,ssk
6701,cgy
6703,cgy
6705,tor
6707,wpg
6709,cgy
6711,ham
6713,edm
6715,ssk
6717,bc
6719,mtl
6721,wpg
6723,edm
6725,orr
6727,ham
6729,ssk
6731,cgy
6733,mtl
6735,wpg
6737,tor
6739,bc
6741,cgy
6743,ham
6745,edm
6747,orr
6749,wpg
6751,mtl
6753,tor
6755,bc
6757,ham
6759,ssk
6761,edm
6763,wpg
6765,bc
6767,ot
6769,cgy
6771,ssk
6773,orr
6775,mtl
6777,edm
6779,ham
6781,cgy
6783,bc
6785,tor
6787,ssk
6789,wpg
6791,ham
6793,cgy
6795,mtl
6797,ssk
6799,orr
6801,bc
6803,tor
6805,edm
6807,ssk
6809,ham
6811,cgy
6813,ham
6815,ssk
6817,tor
6819,cgy
6821,bc
6823,mtl
6825,tor
6827,cgy
6829,ham
6831,ssk
6833,orr
6835,wpg
6837,edm
6839,mtl
6841,bc
6843,ssk
6845,orr
6847,cgy
6849,wpg
6851,edm
6853,ham
6855,ssk
6857,bc
6859,orr
6861,cgy
6863,ssk
6865,mtl
6867,wpg
6869,edm
6871,ham
6873,cgy
6875,orr
6877,wpg
6879,tor
6881,edm
6883,ssk
6885,mtl
6887,tor
6889,bc
6891,ham
6893,edm
6895,wpg
6897,cgy
6899,bc
6901,ssk
6903,edm
6905,orr
6907,wpg
6909,ham
6911,orr
6913,cgy
6915,ssk
6917,mtl
6919,edm
6921,tor
6923,bc
6925,ham
6927,ssk
6929,orr
6931,tor
6933,wpg
6935,bc
6937,edm
6939,cgy
6941,mtl
6943,wpg
6945,orr
6947,bc
6949,ssk
6951,ham
6953,cgy
6955,tor
6957,ssk
6959,ham
6961,edm
6963,mtl
6965,orr
6967,wpg
6969,tor
6971,cgy
6973,bc
6975,mtl
6977,edm
6979,ham
6981,cgy
6983,ssk
6985,tor
6987,mtl
6989,cgy
6991,bc
6993,tor
6995,edm
6997,ssk
6999,mtl
7001,cgy
7003,ham
7005,ssk
7007,mtl
7009,mtl
7011,cgy
7013,wpg
7015,wpg
7017,bc
7019,bc
7021,tor
7023,ssk
7025,orr
7027,wpg
7029,mtl
7031,tor
7033,ssk
7035,edm
7037,ham
7039,cgy
7041,orr
7043,bc
7045,mtl
7047,wpg
7049,orr
7051,bc
7053,tor
7055,ssk
7057,edm
7059,mtl
7061,cgy
7063,ham
7065,edm
7067,orr
7069,tor
7071,ssk
7073,ham
7075,mtl
7077,wpg
7079,ssk
7081,bc
7083,cgy
7085,wpg
7087,edm
7089,ham
7091,ssk
7093,cgy
7095,mtl
7097,orr
7099,edm
7101,bc
7103,tor
7105,mtl
7107,wpg
7109,orr
7111,cgy
7113,ssk
7115,edm
7117,bc
7119,tor
7121,cgy
7123,ham
7125,wpg
7127,orr
7129,bc
7131,mtl
7133,ssk
7135,ham
7137,orr
7139,mtl
7141,edm
7143,wpg
7145,tor
7147,bc
7149,ssk
7151,cgy
7153,ham
7155,edm
7157,wpg
7159,bc
7161,tor
7163,ssk
7165,orr
7167,cgy
7169,mtl
7171,wpg
7173,bc
7175,ham
7177,tor
7179,edm
7181,cgy
7183,tor
7185,ssk
7187,tor
7189,cgy
7191,orr
7193,orr
7195,cgy
7197,mtl
7199,tor
7201,bc
7203,orr
7205,edm
7207,mtl
7209,ham
7211,wpg
7213,orr
7215,ssk
7217,tor
7219,edm
7221,orr
7223,cgy
7225,ssk
7227,bc
7229,mtl
7231,cgy
7233,wpg
7235,mtl
7237,orr
7239,tor
7241,ssk
7243,bc
7245,edm
7247,tor
7249,ham
7251,cgy
7253,orr
7255,bc
7257,ham
7259,wpg
7261,edm
7263,cgy
7265,mtl
7267,ssk
7269,bc
7271,edm
7273,mtl
7275,ham
7277,ssk
7279,cgy
7281,orr
7283,bc
7285,tor
7287,wpg
7289,cgy
7291,edm
7293,bc
7295,mtl
7297,ssk
7299,ham
7301,orr
7303,tor
7305,wpg
7307,ssk
7309,mtl
7311,edm
7313,wpg
7315,cgy
7317,bc
7319,ham
7321,edm
7323,orr
7325,ssk
7327,cgy
7329,tor
7331,ham
7333,wpg
7335,mtl
7337,ssk
7339,orr
7341,bc
7343,tor
7345,edm
7347,wpg
7349,orr
7351,cgy
7353,ham
7355,edm
7357,ssk
7359,mtl
7361,bc
7363,tor
7365,wpg
7367,tor
7369,cgy
7371,ssk
7373,tor
7375,cgy
7377,orr
7379,orr
7381,cgy
7383,edm
7385,bc
7387,orr
7389,wpg
7391,tor
7393,ssk
7395,ham
7397,cgy
7399,wpg
7401,bc
7403,mtl
7405,edm
7407,ham
7409,cgy
7411,ssk
7413,mtl
7415,bc
7417,edm
7419,wpg
7421,ham
7423,orr
7425,ssk
7427,cgy
7429,mtl
7431,bc
7433,tor
7435,ssk
7437,cgy
7439,ssk
7441,mtl
7443,orr
7445,wpg
7447,edm
7449,tor
7451,ham
7453,wpg
7455,orr
7457,ssk
7459,bc
7461,tor
7463,edm
7465,ham
7467,wpg
7469,mtl
7471,cgy
7473,tor
7475,bc
7477,orr
7479,ssk
7481,mtl
7483,ham
7485,cgy
7487,edm
7489,orr
7491,edm
7493,ssk
7495,tor
7497,wpg
7499,bc
7501,orr
7503,cgy
7505,ham
7507,ssk
7509,edm
7511,mtl
7513,bc
7515,tor
7517,wpg
7519,ssk
7521,orr
7523,cgy
7525,orr
7527,ssk
7529,ham
7531,cgy
7533,ham
7535,edm
7537,wpg
7539,cgy
7541,orr
7543,tor
7545,bc
7547,ssk
7549,orr
7551,ssk
7553,edm
7555,tor
7557,ham
7559,cgy
7561,mtl
7563,bc
7565,ham
7567,ssk
7569,wpg
7571,mtl
7573,edm
7575,bc
7577,orr
7579,wpg
7581,edm
7583,ssk
7585,cgy
7587,ham
7589,mtl
7591,bc
7593,orr
7595,wpg
7597,tor
7599,cgy
7601,bc
7603,ham
7605,ssk
7607,edm
7609,wpg
7611,ham
7613,cgy
7615,tor
7617,orr
7619,wpg
7621,mtl
7623,tor
7625,cgy
7627,edm
7629,ssk
7631,bc
7633,ssk
7635,orr
7637,edm
7639,ham
7641,mtl
7643,bc
7645,tor
7647,wpg
7649,orr
7651,cgy
7653,ssk
7655,mtl
7657,wpg
7659,tor
7661,cgy
7663,edm
7665,ham
7667,bc
7669,mtl
7671,wpg
7673,ham
7675,ssk
7677,ham
7679,wpg
7681,orr
7683,ssk
7685,edm
7687,cgy
7689,wpg
7691,ssk
7693,tor
7695,bc
7697,ham
7699,wpg
7701,orr
7703,edm
7705,tor
7707,bc
7709,cgy
7711,mtl
7713,ssk
7715,ham
7717,edm
7719,wpg
7721,mtl
7723,cgy
7725,bc
7727,edm
7729,ssk
7731,wpg
7733,orr
7735,cgy
7737,ssk
7739,ham
7741,tor
7743,bc
7745,edm
7747,orr
7749,mtl
7751,bc
7753,ssk
7755,wpg
7757,tor
7759,edm
7761,mtl
7763,cgy
7765,orr
7767,tor
7769,ssk
7771,ham
7773,bc
7775,cgy
7777,wpg
7779,mtl
7781,ssk
7783,tor
7785,edm
7787,wpg
7789,mtl
7791,ham
7793,cgy
7795,tor
7797,ham
7799,ssk
7801,orr
7803,wpg
7805,ssk
7807,cgy
7809,mtl
7811,orr
7813,bc
7815,cgy
7817,edm
7819,orr
7821,bc
7823,ham
7825,orr
7827,wpg
7829,cgy
7831,orr
7833,wpg
7835,cgy
7837,ham
7839,ham
7841,cgy
7843,wpg
7845,edm
7847,ssk
7849,tor
7851,ham
7853,bc
7855,wpg
7857,ssk
7859,orr
7861,tor
7863,cgy
7865,orr
7867,bc
7869,mtl
7871,ham
7873,ssk
7875,mtl
7877,edm
7879,bc
7881,orr
7883,wpg
7885,edm
7887,cgy
7889,ssk
7891,ham
7893,bc
7895,mtl
7897,orr
7899,wpg
7901,tor
7903,ham
7905,edm
7907,ssk
7909,mtl
7911,tor
7913,cgy
7915,bc
7917,ssk
7919,orr
7921,wpg
7923,edm
7925,cgy
7927,tor
7929,ham
7931,wpg
7933,mtl
7935,orr
7937,edm
7939,cgy
7941,bc
7943,wpg
7945,ssk
7947,ham
7949,cgy
7951,edm
7953,orr
7955,tor
7957,wpg
7959,bc
7961,edm
7963,ham
7965,mtl
7967,cgy
7969,ssk
7971,tor
7973,ham
7975,bc
7977,orr
7979,cgy
7981,cgy
7983,orr
7985,cgy
7987,bc
7989,ham
7991,bc
7993,bc
7995,edm
7997,cgy
7999,ssk
8001,tor
8003,ham
8005,wpg
8007,bc
8009,orr
8011,ssk
8013,edm
8015,wpg
8017,cgy
8019,bc
8021,ssk
8023,edm
8025,mtl
8027,ham
8029,cgy
8031,wpg
8033,ssk
8035,cgy
8037,ham
8039,mtl
8041,tor
8043,orr
8045,edm
8047,bc
8049,mtl
8051,ssk
8053,wpg
8055,cgy
8057,edm
8059,tor
8061,bc
8063,ssk
8065,ham
8067,tor
8069,wpg
8071,ssk
8073,orr
8075,mtl
8077,edm
8079,orr
8081,ham
8083,bc
8085,wpg
8087,tor
8089,ssk
8091,edm
8093,wpg
8095,cgy
8097,bc
8099,orr
8101,mtl
8103,cgy
8105,ham
8107,ssk
8109,orr
8111,bc
8113,tor
8115,mtl
8117,ham
8119,edm
8121,wpg
8123,tor
8125,cgy
8127,orr
8129,mtl
8131,bc
8133,orr
8135,cgy
8137,ssk
8139,ssk
8141,orr
8143,bc
8145,bc
8147,ham
8149,ham
8151,ssk
8153,bc
8155,wpg
8157,orr
8159,tor
8161,cgy
8163,edm
8165,bc
8167,mtl
8169,ham
8171,ssk
8173,cgy
8175,wpg
8177,edm
8179,mtl
8181,cgy
8183,bc
8185,wpg
8187,edm
8189,orr
8191,ssk
8193,cgy
8195,ham
8197,mtl
8199,orr
8201,edm
8203,tor
8205,ham
8207,ssk
8209,edm
8211,cgy
8213,tor
8215,wpg
8217,bc
8219,orr
8221,ssk
8223,mtl
8225,bc
8227,tor
8229,ham
8231,wpg
8233,ssk
8235,orr
8237,edm
8239,cgy
8241,tor
8243,wpg
8245,edm
8247,ssk
8249,mtl
8251,orr
8253,wpg
8255,bc
8257,tor
8259,ham
8261,orr
8263,cgy
8265,edm
8267,ham
8269,ssk
8271,cgy
8273,mtl
8275,bc
8277,tor
8279,mtl
8281,wpg
8283,ham
8285,bc
8287,cgy
8289,orr
8291,ssk
8293,cgy
8295,mtl
8297,wpg
8299,wpg
8301,ham
8303,wpg
8305,cgy
8307,bc
8309,ssk
8311,mtl
8313,orr
8315,edm
8317,tor
8319,ham
8321,wpg
8323,cgy
8325,tor
8327,edm
8329,bc
8331,wpg
8333,ssk
8335,mtl
8337,cgy
8339,edm
8341,ssk
8343,wpg
8345,orr
8347,cgy
8349,ham
8351,ssk
8353,mtl
8355,bc
8357,orr
8359,tor
8361,ham
8363,wpg
8365,cgy
8367,edm
8369,mtl
8371,ssk
8373,bc
8375,cgy
8377,edm
8379,ham
8381,orr
8383,ssk
8385,tor
8387,bc
8389,wpg
8391,orr
8393,mtl
8395,edm
8397,wpg
