game_id,play_id,player1_id,player2_id,tackle1_id
10553,17,3709,4371,1887
10553,18,3709,3593,5375
10553,26,1543,1999,3175
10553,27,1543,4773,3175
10553,28,1543,209,5045
10553,29,1543,1999,5729
10553,30,1543,1999,4259
10553,35,3709,1745,6381
10553,36,3709,3593,1887
10553,43,3709,4371,5021
10553,49,1543,4773,NULL
10553,57,3709,3199,1887
10553,58,3709,4747,5021
10553,62,1543,2015,5945
10553,65,3709,4371,5021
10553,73,1543,4773,3557
10553,74,1543,209,NULL
10553,77,3709,4747,3449
10553,80,3709,1745,6381
10553,82,1543,4777,5945
10553,89,1543,1999,4053
10553,90,1543,4773,3175
10553,91,1543,1999,5729
10553,92,1543,1999,4053
10553,97,3709,4747,3449
10553,98,3709,3199,5375
10553,99,3709,6413,2953
10553,113,1543,1999,5045
10553,115,1543,209,4259
10553,117,1543,2893,4053
10553,122,1543,4773,NULL
10553,125,3709,3199,3355
10553,126,3709,1401,5021
10553,130,1543,209,4269
10553,140,1543,4773,NULL
10553,147,1543,4773,3175
10553,152,1543,209,NULL
10553,158,3709,1223,5593
10555,11,3811,1799,4377
10555,19,2373,3879,5237
10555,25,3811,3803,2993
10555,30,2373,1255,4203
10555,32,5195,6359,5409
10555,34,5195,4191,NULL
10555,37,269,6149,5223
10555,39,269,1927,5223
10555,43,269,6149,5237
10555,44,269,3763,NULL
10555,51,269,6149,5033
10555,53,269,2871,NULL
10555,56,5195,5889,5247
10555,58,5195,3803,5233
10555,69,269,6345,NULL
10555,76,6193,NULL,5913
10555,79,5195,6107,5233
10555,82,5195,NULL,5159
10555,86,5083,6253,5913
10555,92,5083,5743,NULL
10555,94,5933,6359,5247
10555,97,5083,6253,3541
10555,117,5083,4409,5089
10555,124,5083,5743,NULL
10555,126,5083,5987,NULL
10555,134,5083,5743,NULL
10555,142,5083,6253,5585
10555,146,771,6359,5247
10555,147,771,NULL,5799
10555,149,771,6359,5189
10555,153,5083,4409,NULL
10557,5,269,3879,4399
10557,7,269,3879,4399
10557,17,269,1255,3027
10557,19,3881,3781,5247
10557,23,269,1927,3995
10557,28,269,3763,NULL
10557,31,3881,3049,3249
10557,35,269,3983,3027
10557,51,269,2191,2357
10557,54,269,1255,2357
10557,57,3881,3049,5245
10557,69,5083,3879,5719
10557,76,3881,4983,5409
10557,83,5083,3879,4399
10557,90,5083,3763,4019
10557,100,5083,3763,3995
10557,101,5083,3983,6331
10557,102,5083,3763,NULL
10557,110,5083,3983,4019
10557,115,3881,3781,2993
10557,116,3881,4983,5409
10557,118,3881,4983,5409
10557,123,5083,3763,NULL
10557,127,3881,1891,4209
10557,128,3881,3781,5247
10557,138,3881,3781,NULL
10557,140,3881,6075,NULL
10557,145,3881,3573,NULL
10557,150,3881,1891,NULL
10557,154,5083,3983,3995
10557,160,3881,3687,5245
10559,5,5373,5943,1567
10559,12,5373,4787,1567
10559,16,6295,6307,6427
10559,17,6295,6307,5205
10559,23,5373,6103,NULL
10559,27,6295,2305,5485
10559,31,5373,2041,4171
10559,34,6295,2305,5205
10559,43,5373,3753,1567
10559,49,6295,2305,5205
10559,53,6295,2887,NULL
10559,56,5373,4787,2835
10559,60,5373,6103,4507
10559,63,6295,2703,3591
10559,71,5373,2041,4507
10559,74,6295,6307,NULL
10559,83,6295,2305,6245
10559,87,5373,2041,1567
10559,88,5373,4787,2051
10559,91,6295,4943,3591
10559,98,6295,2887,4833
10559,102,5373,3753,2051
10559,103,5373,2041,3617
10559,104,5373,3753,2051
10559,105,5373,6103,1567
10559,107,5373,6103,2051
10559,108,5373,3753,2345
10559,110,6295,6307,5337
10559,122,5373,2041,1567
10559,126,6295,2305,NULL
10559,129,6295,2703,4781
10559,131,5373,5943,2051
10559,133,5373,3791,2345
10559,134,5373,2041,5833
10559,139,6295,2305,5337
10559,140,6295,2703,4113
10559,141,6295,2305,5337
10561,8,31,1253,6245
10561,15,31,571,6245
10561,28,4827,5713,2345
10561,32,31,2887,4293
10561,33,31,5491,5177
10561,34,31,571,5211
10561,36,31,2887,NULL
10561,48,4827,5943,5833
10561,49,4827,5943,2345
10561,51,4827,6233,NULL
10561,60,2921,5721,6245
10561,68,4827,5213,691
10561,79,4827,4883,6295
10561,82,2921,1253,5485
10561,88,4827,4883,5151
10561,92,4827,4741,5717
10561,94,6295,6309,6101
10561,95,6295,5965,5485
10561,97,6295,6305,6355
10561,100,6295,6309,NULL
10561,113,5373,5713,5833
10561,120,5373,4883,5539
10561,127,3239,6309,5205
10561,129,3239,5721,NULL
10561,137,3239,5721,6245
10561,138,3239,6305,6355
10561,140,3239,6309,6245
10561,144,5373,4883,5545
10561,146,5373,4741,5539
10561,148,5373,5713,NULL
10561,151,3239,5965,6357
10563,6,5083,1255,3027
10563,10,5083,1255,NULL
10563,16,3881,1595,5245
10563,20,5083,1255,4091
10563,26,3881,2133,5513
10563,38,3881,4983,2993
10563,40,5083,1255,3027
10563,44,3881,1891,2993
10563,50,3881,3049,6199
10563,57,5083,3983,4683
10563,60,3881,3049,4021
10563,64,5083,3763,4019
10563,67,3881,1891,2993
10563,69,3881,1595,5245
10563,71,5083,3363,3995
10563,74,3881,4983,2993
10563,89,5083,3983,2357
10563,90,5083,3763,4399
10563,91,5083,3363,3995
10563,94,5083,3879,4683
10563,96,3881,3049,3249
10563,98,3881,3687,5245
10563,106,5083,3983,4019
10563,108,5083,3363,3995
10563,109,5083,3763,3995
10563,112,5083,1255,4399
10563,116,3881,4983,5247
10563,118,3881,1595,5461
10563,121,3881,1595,4021
10563,127,5083,1255,3027
10563,133,3881,1595,5461
10563,140,5083,3763,5719
10563,142,3881,3049,5245
10565,2,3811,4677,5095
10565,6,91,4443,695
10565,7,91,4579,1501
10565,9,91,5873,3067
10565,17,91,6247,5913
10565,18,91,4579,5913
10565,22,3811,4677,4311
10565,26,91,4899,695
10565,34,3811,4677,4293
10565,35,3811,4191,4009
10565,39,91,4443,1501
10565,40,91,4579,5913
10565,41,91,5873,5237
10565,42,91,4579,NULL
10565,48,91,5701,5913
10565,51,3811,4677,5095
10565,54,91,4579,5913
10565,55,91,5873,667
10565,57,91,6247,NULL
10565,61,3811,4063,4009
10565,62,3811,4677,5095
10565,67,91,4443,4453
10565,70,3811,4191,4311
10565,77,3811,4063,NULL
10565,82,91,5873,4511
10565,83,91,4579,5237
10565,84,91,639,931
10565,85,91,5873,NULL
10565,89,91,6247,NULL
10565,96,91,6247,931
10565,97,91,6247,5913
10565,102,3811,4063,4761
10565,110,91,6247,1501
10565,112,3811,3437,6283
10565,115,3811,3437,4761
10565,116,3811,4191,1057
10565,125,3811,4677,5095
10565,127,3811,4191,4311
10565,128,3811,4191,4293
10565,129,3811,4191,NULL
10565,132,91,5873,931
10565,133,91,6247,1501
10565,142,3811,4191,5095
10565,145,3811,4191,5897
10565,146,3811,4191,4311
10565,147,3811,4677,NULL
10565,156,3811,4191,1057
10567,3,5373,4787,2051
10567,8,5373,2041,4167
10567,9,5373,2041,1567
10567,19,6295,2305,5859
10567,24,6295,2887,5859
10567,25,6295,2305,5205
10567,29,5373,4787,4507
10567,34,5373,6103,4507
10567,36,6295,6307,5337
10567,37,6295,2703,4781
10567,42,5373,3791,2345
10567,57,5373,4787,4507
10567,58,5373,3791,2345
10567,62,5373,4787,2345
10567,63,5373,2041,1715
10567,64,5373,4787,5833
10567,77,6295,6307,5859
10567,81,5373,4787,4507
10567,88,5373,4787,4507
10567,89,5373,6445,2051
10567,105,5373,3155,2345
10567,106,5373,3155,3617
10567,110,6295,2703,3571
10567,117,5373,2041,3617
10567,118,5373,6103,NULL
10567,122,6295,2305,5485
10567,123,6295,2887,3591
10567,124,6295,6307,NULL
10567,127,5373,6445,1715
10567,129,5373,6103,4507
10567,135,5373,4787,3617
10567,140,5373,2041,3617
10567,141,5373,3155,4153
10567,142,5373,2041,5833
10567,143,5373,6445,2345
10567,151,5373,3791,4153
10567,153,5373,2041,1567
10567,157,5373,4787,NULL
10567,160,6295,2305,5859
10567,162,6295,4093,4833
10569,2,3709,5275,5897
10569,3,3709,1745,4311
10569,6,91,4579,4931
10569,10,3709,5275,5897
10569,13,91,6247,6111
10569,25,91,4899,4931
10569,27,3709,NULL,4833
10569,28,3709,5275,4311
10569,29,3709,1745,4009
10569,30,3709,5275,4009
10569,37,3709,4611,6283
10569,40,91,4899,5945
10569,43,3709,6047,6171
10569,45,3709,NULL,4009
10569,48,91,4899,6109
10569,56,91,4579,6111
10569,57,91,2661,NULL
10569,58,91,2661,NULL
10569,60,91,5873,5945
10569,61,91,4579,NULL
10569,69,91,2661,NULL
10569,70,91,4579,6111
10569,72,91,6247,NULL
10569,77,3709,5925,6161
10569,79,3709,NULL,4009
10569,80,3709,6047,6171
10569,86,5377,6147,6109
10569,89,5885,5925,4009
10569,93,5377,4985,NULL
10569,94,5377,4985,4931
10569,99,5887,1223,4761
10569,102,5377,5715,5183
10569,103,5377,4901,6239
10569,105,5377,4901,5609
10569,109,5377,6217,5945
10569,116,4857,6147,5107
10569,123,5887,3887,5127
10569,124,5885,3887,4187
10569,136,6249,6217,5945
10569,143,5885,5275,5895
10569,146,6249,5903,5945
10569,148,5885,5991,5315
10571,7,1543,4773,NULL
10571,17,1543,4773,3175
10571,28,1543,209,5045
10571,35,1543,4773,5045
10571,38,3709,3593,4351
10571,55,3709,3593,4351
10571,69,1543,4777,4269
10571,70,1543,2015,4259
10571,71,1543,1999,5729
10571,72,1543,4773,5945
10571,73,1543,4777,5045
10571,100,1543,4777,5945
10571,104,3709,1401,5021
10571,105,3709,3593,4351
10571,111,3709,3593,4609
10571,115,3709,4371,5021
10571,128,3709,4371,5021
10571,129,3709,4371,5021
10571,132,1543,4777,4269
10571,133,1543,4777,4269
10571,149,1543,4777,4269
10571,155,1543,2893,NULL
10573,2,1543,4777,2993
10573,4,1543,2015,5245
10573,13,1543,4773,5461
10573,14,1543,2893,2993
10573,17,2373,3763,5021
10573,20,2373,773,4609
10573,28,2373,3763,NULL
10573,33,2373,2191,NULL
10573,37,1543,1999,5409
10573,39,1543,4777,3761
10573,55,2373,3763,5021
10573,61,2373,3363,2919
10573,71,2373,3763,5021
10573,78,2373,3763,4351
10573,80,2373,773,4609
10573,83,1543,1999,4021
10573,89,1543,1999,5247
10573,91,1543,4777,2993
10573,97,1543,1999,6221
10573,99,1543,4777,3039
10573,102,1543,4777,5159
10573,106,6193,6345,1703
10573,110,1543,3327,5233
10573,113,1543,3327,NULL
10573,116,269,5987,4735
10573,120,269,6253,4283
10573,123,269,6345,4957
10573,124,269,6345,5535
10573,129,4795,3787,5245
10573,140,4795,2013,5233
10573,143,5083,6149,6381
10573,152,5083,6345,5593
10573,157,5083,6345,6381
10573,158,5083,6253,6139
10575,3,91,6247,3007
10575,4,91,5873,5245
10575,5,91,4579,NULL
10575,16,5083,3879,4401
10575,19,91,4443,5461
10575,24,5083,3763,4401
10575,25,5083,3763,5381
10575,34,91,4579,5245
10575,47,5083,3763,NULL
10575,50,91,5873,5159
10575,57,5083,3763,4311
10575,62,91,4443,2993
10575,63,91,6247,5461
10575,64,91,5701,3249
10575,66,91,4579,3249
10575,67,91,4579,3249
10575,69,91,4899,3249
10575,71,91,4899,NULL
10575,77,5083,3879,4009
10575,86,91,5873,5159
10575,88,91,6247,4803
10575,89,91,4443,4209
10575,95,5083,1255,4401
10575,96,3965,4087,5701
10575,97,5083,6301,5095
10575,99,5083,3763,1057
10575,105,5083,3879,4311
10575,108,5083,3879,4293
10575,111,5083,6301,6161
10575,117,91,4579,5461
10575,120,5083,3983,6283
10575,122,91,4443,2993
10575,124,91,4579,3249
10575,125,91,5873,4209
10575,129,5083,2871,1057
10575,131,91,5873,5159
10575,136,5083,1927,1057
10575,137,5083,1255,4761
10575,139,5083,3983,5795
10575,140,5083,2871,4401
10575,142,5083,3879,NULL
10575,146,91,4899,3007
10575,147,91,4899,5461
10575,149,91,5873,3703
10575,151,91,4443,2993
10575,152,91,639,5245
10577,3,3881,3687,5913
10577,5,3811,3437,2129
10577,7,3811,4191,2129
10577,8,3811,4677,3995
10577,10,3811,4677,NULL
10577,19,3881,3687,5237
10577,21,3881,3687,667
10577,31,3811,3803,6257
10577,32,3811,3589,2357
10577,37,3881,4983,931
10577,38,3881,3373,667
10577,41,3881,6071,5913
10577,44,3881,3781,NULL
10577,52,3881,6071,667
10577,53,3881,3781,1501
10577,58,3811,3803,4399
10577,60,3811,4063,5719
10577,71,3811,4191,5625
10577,80,3811,4063,5625
10577,81,3811,4677,NULL
10577,84,3811,4063,4683
10577,87,3811,395,5625
10577,91,3811,3437,NULL
10577,92,3811,4191,NULL
10577,95,3881,6071,5237
10577,96,3881,3687,5913
10577,97,3881,3781,931
10577,102,5195,4677,4091
10577,111,6121,4983,931
10577,114,5195,5889,5587
10577,119,6121,6371,NULL
10577,123,5195,5369,4763
10577,125,5195,5741,NULL
10577,129,6121,6371,NULL
10577,133,5195,5369,NULL
10577,135,5195,395,NULL
10577,141,5195,6359,5719
10577,152,5195,6359,5839
10577,154,5195,5889,5839
10577,155,5195,5369,NULL
10577,157,5195,5889,4399
10577,159,5195,5741,4399
10579,2,3881,1595,3175
10579,7,3881,3373,5945
10579,9,3881,3049,3557
10579,10,3881,1595,3557
10579,11,3881,1891,NULL
10579,14,3709,3593,4683
10579,28,3881,1595,4053
10579,31,3881,1595,NULL
10579,39,3881,1595,3175
10579,43,3709,4325,2129
10579,54,3709,3593,4399
10579,62,3709,4371,2129
10579,66,3881,1595,4259
10579,68,3881,1891,NULL
10579,72,3709,3593,5719
10579,74,3881,3687,3557
10579,79,5887,2039,2357
10579,80,5887,4325,3995
10579,85,3881,3687,3557
10579,87,5887,1401,2129
10579,88,5887,4325,3995
10579,89,5887,1401,4399
10579,95,5887,3593,2357
10579,99,5887,4325,4399
10579,103,3881,1891,5729
10579,105,3881,3373,4269
10579,106,3881,1595,5729
10579,112,5887,4325,2357
10579,113,5887,4371,4683
10579,115,5887,1401,6331
10579,121,5887,1401,4683
10579,122,5887,4371,4683
10579,130,5887,3593,2357
10579,133,5887,4325,3027
10581,7,31,2305,5045
10581,11,3653,1401,2345
10581,16,3653,3593,4507
10581,19,3653,3199,691
10581,22,31,4869,3557
10581,23,31,2887,3557
10581,28,3653,1401,3617
10581,50,31,5491,5041
10581,57,31,4093,3175
10581,61,3653,5077,1567
10581,62,3653,2039,1567
10581,63,3653,1745,4507
10581,66,31,2887,4259
10581,73,31,2305,5045
10581,75,31,2887,5729
10581,77,31,4093,3175
10581,79,31,2887,4259
10581,81,31,571,4053
10581,85,3653,1745,2051
10581,86,3653,3593,NULL
10581,94,31,1253,3175
10581,98,3653,1401,2051
10581,99,3653,5077,4507
10581,100,3653,1745,2345
10581,104,31,2305,4053
10581,105,31,2305,3557
10581,109,3653,4747,691
10581,112,3653,5077,5545
10581,116,31,2887,5729
10581,118,31,1253,4259
10581,132,31,2305,NULL
10581,135,3653,4747,2345
10581,137,3653,3199,691
10581,144,31,571,3557
10581,145,31,571,5041
10581,150,3653,4747,1715
10581,154,31,4093,5045
10581,159,3653,3199,691
10583,2,5373,6103,4351
10583,4,5373,2041,4351
10583,18,1543,4777,4377
10583,26,1543,767,5485
10583,27,1543,4773,4377
10583,36,1543,2015,4781
10583,46,5373,6103,NULL
10583,56,1543,767,1391
10583,58,1543,4411,1391
10583,61,1543,767,4781
10583,62,1543,1999,NULL
10583,67,1543,4773,4377
10583,68,1543,4411,5669
10583,74,1543,2015,NULL
10583,77,5373,4787,5375
10583,79,5373,2041,619
10583,82,1543,209,3591
10583,89,1543,209,5485
10583,96,1543,1999,1391
10583,97,1543,767,4833
10583,99,1543,4773,3279
10583,108,1543,1999,4377
10583,110,1543,4411,5205
10583,111,1543,209,3591
10583,115,5373,6103,4351
10583,116,5373,6103,4609
10583,117,5373,3155,4351
10583,118,5373,4787,1887
10583,129,5373,6445,3449
10583,131,5373,6103,6381
10583,132,5373,6103,NULL
10583,137,5373,6103,4351
10583,143,1543,3327,4781
10583,144,1543,209,5337
10583,149,5373,4787,5375
10583,150,5373,2041,3355
10583,159,1543,209,5485
10583,160,1543,1999,4833
10583,162,1543,1999,NULL
10585,5,383,4787,1353
10585,7,383,3791,NULL
10585,12,383,3753,4833
10585,13,383,3753,1353
10585,15,383,3753,4009
10585,18,91,4579,4781
10585,19,91,5873,6245
10585,24,91,5873,NULL
10585,30,91,6247,6245
10585,31,91,5873,4781
10585,32,91,4579,NULL
10585,35,383,3753,1353
10585,42,91,4579,5177
10585,47,91,4579,4113
10585,53,383,3791,NULL
10585,57,91,4579,4293
10585,59,383,3753,2929
10585,60,383,3753,6161
10585,67,91,4579,4293
10585,68,91,6247,5177
10585,70,91,6247,6245
10585,71,91,5873,NULL
10585,76,383,4313,1057
10585,82,91,6247,4293
10585,86,383,3155,4833
10585,88,383,2041,5895
10585,89,383,3155,NULL
10585,94,91,4443,4781
10585,95,91,4579,5205
10585,100,383,3791,3813
10585,101,383,2041,5895
10585,102,383,4787,6161
10585,107,91,4579,6245
10585,108,91,6211,5337
10585,109,91,6247,6245
10585,111,91,4579,5177
10585,112,91,2661,4781
10585,119,383,3791,1353
10585,121,91,4579,5205
10585,126,383,2041,1353
10585,127,383,3753,NULL
10585,129,383,3753,NULL
10585,131,383,4787,NULL
10585,139,383,3155,4833
10585,141,383,3753,4009
10585,146,91,6247,4113
10585,147,91,4899,3591
10587,2,3811,4191,2835
10587,10,3811,3803,6375
10587,12,3811,4063,4171
10587,14,3811,3803,3617
10587,23,3811,3437,1567
10587,36,3811,4677,1567
10587,37,3811,4677,5833
10587,39,3811,4191,5151
10587,40,3811,3803,5833
10587,41,3811,4191,5833
10587,42,3811,5741,5151
10587,43,3811,3803,5151
10587,52,3811,3437,3617
10587,53,3811,4063,3617
10587,55,3811,4677,4703
10587,56,3811,4063,NULL
10587,59,6295,2703,1747
10587,60,6295,2887,3541
10587,61,6295,2305,5913
10587,64,3811,3437,5833
10587,66,6295,2703,2121
10587,68,3811,3437,4171
10587,72,6295,2305,4453
10587,74,6295,2703,4453
10587,81,6295,2887,667
10587,84,6295,4093,1747
10587,85,6295,4943,5913
10587,89,3811,3803,4167
10587,93,3239,6307,4453
10587,94,3239,6307,695
10587,97,3239,2305,NULL
10587,104,3239,6307,695
10587,110,3239,2887,695
10587,115,3239,1253,5237
10587,118,3239,6307,4453
10587,124,3239,6307,4453
10587,125,3239,2305,5237
10587,126,3239,4093,NULL
10587,131,5195,4677,4153
10587,133,5195,4677,5833
10587,134,5195,3803,4507
10587,139,3239,2703,5237
10587,141,3239,2305,5913
10587,143,3239,6307,5237
10587,148,3239,2887,6127
10589,5,2373,5153,4453
10589,7,2373,5153,695
10589,10,2373,3763,NULL
10589,20,3811,3437,3761
10589,23,2373,1255,1747
10589,25,2373,5153,NULL
10589,33,2373,773,695
10589,38,3811,3437,3761
10589,40,3811,4677,4377
10589,44,3811,3803,NULL
10589,48,2373,3763,5913
10589,51,2373,773,667
10589,57,3811,4191,4021
10589,60,2373,773,5913
10589,67,2373,5153,NULL
10589,70,3811,3803,5409
10589,78,3811,4677,4021
10589,79,3811,4191,2993
10589,80,3811,4677,4021
10589,82,3811,4063,4021
10589,85,3811,4677,NULL
10589,92,2373,3763,5237
10589,94,3811,4191,5409
10589,97,2373,5153,695
10589,100,2373,3763,695
10589,102,2373,3879,NULL
10589,107,3811,4191,5461
10589,115,3811,4063,4021
10589,116,3811,4063,4021
10589,123,2373,3763,5913
10589,124,2373,3763,5913
10589,133,2373,3363,5913
10589,141,3811,3437,2993
10589,143,3811,4677,3423
10589,146,3811,3803,5461
10589,147,3811,395,4021
10589,148,3811,4063,NULL
10591,2,5887,3593,1215
10591,5,5887,4325,NULL
10591,6,5887,4325,2357
10591,9,5887,3593,3995
10591,10,5887,4325,4683
10591,14,3881,3049,6235
10591,17,3881,1595,6239
10591,21,5887,5445,4683
10591,26,5887,1401,5719
10591,27,5887,1401,NULL
10591,34,5887,4371,4683
10591,38,3881,1891,4259
10591,45,5887,1401,5719
10591,47,3881,2133,3175
10591,49,3881,1595,3557
10591,51,3881,1891,3175
10591,59,3881,4983,6239
10591,61,3881,3049,4259
10591,63,3881,3373,5945
10591,67,5887,3593,6331
10591,69,3881,3687,5945
10591,73,3881,2133,NULL
10591,74,3881,1595,NULL
10591,83,3881,2133,5729
10591,85,3881,3687,3181
10591,90,3881,1891,4259
10591,92,3881,1891,NULL
10591,97,5887,4371,4683
10591,99,5887,3593,NULL
10591,100,5887,3593,3995
10591,104,3881,1891,4259
10591,106,3881,4983,3557
10591,118,3881,3049,6239
10591,119,3881,3049,5045
10591,121,5887,1401,4399
10591,124,3881,2133,4259
10591,126,3881,4983,5045
10591,127,3881,4983,5045
10591,129,3881,1595,6239
10591,139,5887,4325,4683
10591,143,3881,1891,5045
10591,144,3881,4983,NULL
10591,154,3881,4983,2299
10593,3,1543,4777,3145
10593,5,1543,1999,851
10593,13,3881,3781,NULL
10593,15,3881,6371,5021
10593,20,1543,1999,6257
10593,26,1543,3787,3027
10593,29,1543,4773,NULL
10593,33,3881,3373,2919
10593,40,3881,3687,5375
10593,43,1543,4773,6257
10593,46,3881,1891,1887
10593,52,1543,4777,4609
10593,56,3881,3687,2919
10593,65,3881,6371,NULL
10593,70,1543,2015,4683
10593,72,1543,4773,4399
10593,78,3881,1891,5021
10593,83,1543,2893,2357
10593,84,1543,3327,1239
10593,85,1543,1999,NULL
10593,89,1543,3327,NULL
10593,93,3881,1891,4609
10593,99,1543,4773,851
10593,103,3881,6371,1703
10593,116,4795,2893,3995
10593,122,3881,3687,2619
10593,125,4795,4773,4019
10593,130,3881,3781,1887
10593,131,3881,1891,1887
10593,132,3881,1891,1887
10593,134,3881,1891,NULL
10593,137,3881,3687,2619
10593,138,3881,6371,3449
10593,145,6121,3781,3449
10593,146,6121,6075,3449
10593,147,6121,3687,NULL
10593,157,6121,3687,3355
10593,160,6121,3687,2619
10593,161,6121,3573,3449
10595,11,31,571,4259
10595,17,3653,3199,3617
10595,18,3653,1401,691
10595,20,3653,1401,2051
10595,30,3653,3199,5833
10595,31,3653,3199,5833
10595,32,3653,3199,5833
10595,34,3653,1401,5833
10595,41,31,2305,5729
10595,45,3653,4325,1567
10595,46,3653,3593,1567
10595,52,31,4869,3175
10595,54,31,4319,5041
10595,60,31,2887,5729
10595,64,31,4319,4053
10595,69,3653,4747,5833
10595,78,31,2305,5041
10595,85,31,4319,5041
10595,94,3653,4747,4507
10595,102,31,2887,5923
10595,106,3653,5445,691
10595,108,31,4869,5039
10595,111,3653,4325,691
10595,112,3653,3199,1567
10595,114,3653,4747,4507
10595,125,3653,4325,4507
10595,127,3653,3593,5833
10595,132,31,4319,5039
10595,135,3653,4325,3617
10595,138,31,4319,5045
10595,139,31,571,4259
10595,140,31,2887,NULL
